wifi_canon_ap,A,B
SW_11,0.8847735685235758,0.5761910776107942
SW_first_team,0.7810946749848867,1.635755180278068
볼링공,0.7255454114473837,1.8683226601285474
SW_4,0.8285728243162267,1.2717884108673252
SW_6,0.760627440513428,1.4807765576054102
SW_5,0.9143156164954652,0.7521218612274267
