wifi_ap,A,B,feat_mode
SW_11,0.8737504681216984,0.6887336001461818,bias_sub
SW_first_team,0.871541501893596,0.8516436687575506,bias_sub
볼링공,0.7925013500101556,1.0171915165862826,bias_sub
SW_4,0.8858673808845103,0.9571047991352098,bias_sub
SW_6,0.8384403826613517,0.7972981357298331,bias_sub
SW_5,0.9221024195664781,0.8222338316690502,bias_sub
