wifi_canon_ap,A,B
SW_11,0.8724473851171358,0.7017964606867647
SW_first_team,0.7707132665474095,1.7284058730728173
볼링공,0.7187720440553729,1.9043774344299522
SW_4,0.8244085623100382,1.3057646686198308
SW_6,0.7522764708178279,1.5367042918924236
SW_5,0.894475988848074,0.9886302627613245
