n_clean_records,abs_error_mae,abs_error_median,abs_error_p90,abs_error_p95,abs_error_p99,abs_error_max,note
706,2.82126584479477,2.0183998959966463,6.817627326307996,7.955161285660741,10.227984024591837,13.258449416631978,Ranging |measured-true| on sequential-filter Clean UWB
