huber_f_scale,calibration_kind,huber_eps,huber_alpha,ransac_rt,feat_mode,irls_residual_thresh_m,irls_max_iter,val_StepC_RMSE_m,val_StepC_MAE_m
1.0,huber,1.55,0.001,,bias_sub,2.4,3,1.675828893983857,1.310806850846781
1.0,huber,1.55,0.001,,bias_sub,2.8,2,1.6637498266276032,1.2975880093346224
1.0,huber,1.55,0.001,,bias_sub,2.8,3,1.666282978169094,1.2995746139048006
1.0,huber,1.55,0.001,,bias_sub,3.2,2,1.660131072600756,1.2940871946198997
1.0,huber,1.55,0.001,,bias_sub,3.2,3,1.6617600078273453,1.2952992417990867
1.0,huber,1.55,0.001,,bias_sub,3.8,2,1.658279947080605,1.291620639807643
1.0,huber,1.55,0.001,,bias_sub,3.8,3,1.6583824993046523,1.2919639609728768
1.0,ransac,,,2.2,bias_sub,1.2,2,1.6786279489626326,1.2918524432321838
1.0,ransac,,,2.2,bias_sub,1.2,3,1.7108661507277123,1.3346106610523385
1.0,ransac,,,2.2,bias_sub,1.6,2,1.6472432143439382,1.2555608080804042
1.0,ransac,,,2.2,bias_sub,1.6,3,1.6655169311654197,1.2717359887138622
1.0,ransac,,,2.2,bias_sub,2.0,2,1.6318820130539273,1.2391971571273626
1.0,ransac,,,2.2,bias_sub,2.0,3,1.638566340510891,1.2442710701382123
1.0,ransac,,,2.2,bias_sub,2.4,2,1.624238797393279,1.232256467982254
1.0,ransac,,,2.2,bias_sub,2.4,3,1.6281881354095449,1.2349588987171862
1.0,ransac,,,2.2,bias_sub,2.8,2,1.6201178892134795,1.2286051831316922
1.0,ransac,,,2.2,bias_sub,2.8,3,1.6222410100060891,1.2298056368980215
1.0,ransac,,,2.2,bias_sub,3.2,2,1.61780981929902,1.2268963573895548
1.0,ransac,,,2.2,bias_sub,3.2,3,1.6190746840646295,1.2275988418776995
1.0,ransac,,,2.2,bias_sub,3.8,2,1.6170175790252632,1.2256093218903479
1.0,ransac,,,2.2,bias_sub,3.8,3,1.61727777001383,1.2258566332067902
1.0,ransac,,,4.0,bias_sub,1.2,2,1.729041718084113,1.3852639957552606
1.0,ransac,,,4.0,bias_sub,1.2,3,1.7654496535483652,1.428398118582336
1.0,ransac,,,4.0,bias_sub,1.6,2,1.6893131207639729,1.3482612601497477
1.0,ransac,,,4.0,bias_sub,1.6,3,1.71282087682456,1.3706927401339817
1.0,ransac,,,4.0,bias_sub,2.0,2,1.6713990391916984,1.325156168689536
1.0,ransac,,,4.0,bias_sub,2.0,3,1.678149563489521,1.3299385887520063
1.0,ransac,,,4.0,bias_sub,2.4,2,1.662592852012956,1.3171988167043782
1.0,ransac,,,4.0,bias_sub,2.4,3,1.66569061895331,1.3188855339610823
1.0,ransac,,,4.0,bias_sub,2.8,2,1.6586592696902938,1.3142278117566562
1.0,ransac,,,4.0,bias_sub,2.8,3,1.660525803555534,1.3150439956234536
1.0,ransac,,,4.0,bias_sub,3.2,2,1.6554276366777538,1.311863523828558
1.0,ransac,,,4.0,bias_sub,3.2,3,1.6566915670287985,1.3125359549837103
1.0,ransac,,,4.0,bias_sub,3.8,2,1.655507256071871,1.3106677446850188
1.0,ransac,,,4.0,bias_sub,3.8,3,1.6550156009767745,1.3106445798849007
1.0,ransac,,,6.5,bias_sub,1.2,2,1.8616839666865561,1.52428141337388
1.0,ransac,,,6.5,bias_sub,1.2,3,1.910636624316835,1.5839835430004734
1.0,ransac,,,6.5,bias_sub,1.6,2,1.8147354977865666,1.474676150788892
1.0,ransac,,,6.5,bias_sub,1.6,3,1.8364772647139622,1.4961624601144838
1.0,ransac,,,6.5,bias_sub,2.0,2,1.7904348086239874,1.4517222428207346
1.0,ransac,,,6.5,bias_sub,2.0,3,1.8008894746923438,1.4607785043726913
1.0,ransac,,,6.5,bias_sub,2.4,2,1.7766356213598518,1.4388909207993998
1.0,ransac,,,6.5,bias_sub,2.4,3,1.7812259817111125,1.4429254966868348
1.0,ransac,,,6.5,bias_sub,2.8,2,1.768459767504885,1.4319813431857402
1.0,ransac,,,6.5,bias_sub,2.8,3,1.7700897783170837,1.4333698998070072
1.0,ransac,,,6.5,bias_sub,3.2,2,1.764132984688698,1.4289322436946568
1.0,ransac,,,6.5,bias_sub,3.2,3,1.7642880408959234,1.4293991554972463
1.0,ransac,,,6.5,bias_sub,3.8,2,1.761694329236214,1.4266735293187307
1.0,ransac,,,6.5,bias_sub,3.8,3,1.760889228101633,1.4265843025435672
1.35,huber,1.12,1e-06,,raw,1.2,2,1.6587180791984741,1.2892904461549695
1.35,huber,1.12,1e-06,,raw,1.2,3,1.6975220077248976,1.339283760220621
1.35,huber,1.12,1e-06,,raw,1.6,2,1.6150054000524412,1.2331129732232984
1.35,huber,1.12,1e-06,,raw,1.6,3,1.6419068181713614,1.2622678735758321
1.35,huber,1.12,1e-06,,raw,2.0,2,1.5986170861846705,1.2197536298097154
1.35,huber,1.12,1e-06,,raw,2.0,3,1.607304357191938,1.2236030335866193
1.35,huber,1.12,1e-06,,raw,2.4,2,1.5928895844051967,1.2180340576653845
1.35,huber,1.12,1e-06,,raw,2.4,3,1.5976540172671811,1.2192886673069396
1.35,huber,1.12,1e-06,,raw,2.8,2,1.5889444251574598,1.2165706745473501
1.35,huber,1.12,1e-06,,raw,2.8,3,1.5914788402252427,1.2174112165940068
1.35,huber,1.12,1e-06,,raw,3.2,2,1.5892662324983167,1.2166157605165289
1.35,huber,1.12,1e-06,,raw,3.2,3,1.590140398496929,1.2169791879979126
1.35,huber,1.12,1e-06,,raw,3.8,2,1.5926446444865732,1.2171903993142417
1.35,huber,1.12,1e-06,,raw,3.8,3,1.5915294378655414,1.216932781147057
1.35,huber,1.12,0.0001,,raw,1.2,2,1.6587181467359833,1.2892905515175137
1.35,huber,1.12,0.0001,,raw,1.2,3,1.6975220848002488,1.3392838649391265
1.35,huber,1.12,0.0001,,raw,1.6,2,1.615005455188466,1.2331130698172768
1.35,huber,1.12,0.0001,,raw,1.6,3,1.641906893394582,1.262267995568008
1.35,huber,1.12,0.0001,,raw,2.0,2,1.59861713117052,1.2197537075064357
1.35,huber,1.12,0.0001,,raw,2.0,3,1.6073044073560412,1.2236031129700973
1.35,huber,1.12,0.0001,,raw,2.4,2,1.5928896421957637,1.2180341499219665
1.35,huber,1.12,0.0001,,raw,2.4,3,1.597654069265238,1.2192887481816108
1.35,huber,1.12,0.0001,,raw,2.8,2,1.588944480358224,1.216570761956128
1.35,huber,1.12,0.0001,,raw,2.8,3,1.5914788698526712,1.2174112771132264
1.35,huber,1.12,0.0001,,raw,3.2,2,1.589266274717335,1.2166158338745565
1.35,huber,1.12,0.0001,,raw,3.2,3,1.5901404494636144,1.2169792640676333
1.35,huber,1.12,0.0001,,raw,3.8,2,1.592644687632467,1.2171904702968486
1.35,huber,1.12,0.0001,,raw,3.8,3,1.5915294691030042,1.2169328529384258
1.35,huber,1.12,0.001,,raw,1.2,2,1.6587188186153552,1.2892915223241688
1.35,huber,1.12,0.001,,raw,1.2,3,1.6975228050175577,1.3392848154780626
1.35,huber,1.12,0.001,,raw,1.6,2,1.615005923790569,1.2331139300095397
1.35,huber,1.12,0.001,,raw,1.6,3,1.6419074864224963,1.2622690660403808
1.35,huber,1.12,0.001,,raw,2.0,2,1.5986175916973846,1.2197544302794185
1.35,huber,1.12,0.001,,raw,2.0,3,1.6073048835434331,1.2236038628590573
1.35,huber,1.12,0.001,,raw,2.4,2,1.5928900812843374,1.2180348638879763
1.35,huber,1.12,0.001,,raw,2.4,3,1.5976545375154747,1.2192894904569611
1.35,huber,1.12,0.001,,raw,2.8,2,1.588944878640102,1.216571435269854
1.35,huber,1.12,0.001,,raw,2.8,3,1.5914792969313605,1.2174119680150006
1.35,huber,1.12,0.001,,raw,3.2,2,1.589266673072663,1.2166165129328275
1.35,huber,1.12,0.001,,raw,3.2,3,1.5901408560721706,1.216979953731338
1.35,huber,1.12,0.001,,raw,3.8,2,1.5926451098062668,1.217191170769781
1.35,huber,1.12,0.001,,raw,3.8,3,1.59152987982295,1.2169335355540496
1.35,huber,1.35,1e-06,,raw,1.2,2,1.692747125430192,1.333800919679039
1.35,huber,1.35,1e-06,,raw,1.2,3,1.7308868021183879,1.3778256374890265
1.35,huber,1.35,1e-06,,raw,1.6,2,1.6363762912709618,1.266609314028295
1.35,huber,1.35,1e-06,,raw,1.6,3,1.6767707781995982,1.3119934034166019
1.35,huber,1.35,1e-06,,raw,2.0,2,1.6198124828894356,1.246414596466214
1.35,huber,1.35,1e-06,,raw,2.0,3,1.6419605985833596,1.2651304901243554
1.35,huber,1.35,1e-06,,raw,2.4,2,1.6120035882402448,1.2416073104917815
1.35,huber,1.35,1e-06,,raw,2.4,3,1.6387941375586148,1.2627392841100602
1.35,huber,1.35,1e-06,,raw,2.8,2,1.606358868964454,1.2379197043018295
1.35,huber,1.35,1e-06,,raw,2.8,3,1.631454668913687,1.2593007089530335
1.35,huber,1.35,1e-06,,raw,3.2,2,1.6049648560865621,1.2363996692749037
1.35,huber,1.35,1e-06,,raw,3.2,3,1.6276200550435345,1.2576317897423006
1.35,huber,1.35,1e-06,,raw,3.8,2,1.6082749596104924,1.2363558266232597
1.35,huber,1.35,1e-06,,raw,3.8,3,1.6285293417402198,1.2570467387789743
1.35,huber,1.35,0.0001,,raw,1.2,2,1.6927471769952764,1.3338009924223262
1.35,huber,1.35,0.0001,,raw,1.2,3,1.7308868598314522,1.3778257096096889
1.35,huber,1.35,0.0001,,raw,1.6,2,1.6363763423205022,1.2666094066332623
1.35,huber,1.35,0.0001,,raw,1.6,3,1.6767708443037164,1.3119934956392267
1.35,huber,1.35,0.0001,,raw,2.0,2,1.6198125269349926,1.2464146658596473
1.35,huber,1.35,0.0001,,raw,2.0,3,1.6419606382674532,1.2651305522113212
1.35,huber,1.35,0.0001,,raw,2.4,2,1.6120036254935284,1.2416073743002694
1.35,huber,1.35,0.0001,,raw,2.4,3,1.6387941786917624,1.2627393478664335
1.35,huber,1.35,0.0001,,raw,2.8,2,1.6063589044320639,1.2379197579820886
1.35,huber,1.35,0.0001,,raw,2.8,3,1.6314547152730108,1.259300772813746
1.35,huber,1.35,0.0001,,raw,3.2,2,1.6049648866276267,1.2363997232132704
1.35,huber,1.35,0.0001,,raw,3.2,3,1.627620090822257,1.257631851734704
1.35,huber,1.35,0.0001,,raw,3.8,2,1.608274996263776,1.2363558851443472
1.35,huber,1.35,0.0001,,raw,3.8,3,1.6285293776088192,1.2570468000610802
1.35,huber,1.35,0.001,,raw,1.2,2,1.6927477105531696,1.3338017289524882
1.35,huber,1.35,0.001,,raw,1.2,3,1.7308874485645604,1.3778264190677103
1.35,huber,1.35,0.001,,raw,1.6,2,1.6363767885016964,1.266610220584557
1.35,huber,1.35,0.001,,raw,1.6,3,1.6767713938179887,1.311994299620461
1.35,huber,1.35,0.001,,raw,2.0,2,1.6198129052724821,1.246415269401196
1.35,huber,1.35,0.001,,raw,2.0,3,1.6419610045094792,1.2651310988308424
1.35,huber,1.35,0.001,,raw,2.4,2,1.6120039759662244,1.2416079473119086
1.35,huber,1.35,0.001,,raw,2.4,3,1.6387945564945068,1.262739967465428
1.35,huber,1.35,0.001,,raw,2.8,2,1.6063592452899909,1.237920314307912
1.35,huber,1.35,0.001,,raw,2.8,3,1.6314550550109224,1.259301336524902
1.35,huber,1.35,0.001,,raw,3.2,2,1.6049652118113835,1.2364002629860391
1.35,huber,1.35,0.001,,raw,3.2,3,1.6276204213505203,1.257632400781594
1.35,huber,1.35,0.001,,raw,3.8,2,1.6082753254129536,1.2363564176821393
1.35,huber,1.35,0.001,,raw,3.8,3,1.628529688158103,1.2570473329311758
1.35,huber,1.55,1e-06,,raw,1.2,2,1.7174834928330958,1.361666605078491
1.35,huber,1.55,1e-06,,raw,1.2,3,1.7617643536239864,1.408493909084483
1.35,huber,1.55,1e-06,,raw,1.6,2,1.663819445231157,1.3018744570845124
1.35,huber,1.55,1e-06,,raw,1.6,3,1.697540671787844,1.3356794527423084
1.35,huber,1.55,1e-06,,raw,2.0,2,1.6463751517962437,1.2771397581858865
1.35,huber,1.55,1e-06,,raw,2.0,3,1.6597253106238554,1.2820049497111772
1.35,huber,1.55,1e-06,,raw,2.4,2,1.6362924123901814,1.2690862830749625
1.35,huber,1.55,1e-06,,raw,2.4,3,1.6663278339339407,1.293728230212179
1.35,huber,1.55,1e-06,,raw,2.8,2,1.6289767201421061,1.2631545213543207
1.35,huber,1.55,1e-06,,raw,2.8,3,1.656289772158219,1.286372220853961
1.35,huber,1.55,1e-06,,raw,3.2,2,1.6270923608569945,1.2607722904696659
1.35,huber,1.55,1e-06,,raw,3.2,3,1.6507767153877846,1.2833032736499648
1.35,huber,1.55,1e-06,,raw,3.8,2,1.6302097191877425,1.2599283409979214
1.35,huber,1.55,1e-06,,raw,3.8,3,1.6514132175296372,1.281992323999135
1.35,huber,1.55,0.0001,,raw,1.2,2,1.7174835456774973,1.3616666813002447
1.35,huber,1.55,0.0001,,raw,1.2,3,1.7617644233858627,1.4084939948331816
1.35,huber,1.55,0.0001,,raw,1.6,2,1.6638194940473243,1.3018745337473971
1.35,huber,1.55,0.0001,,raw,1.6,3,1.6975407482948375,1.3356795495779807
1.35,huber,1.55,0.0001,,raw,2.0,2,1.6463751904910562,1.2771398167679353
1.35,huber,1.55,0.0001,,raw,2.0,3,1.6597253564431624,1.282005017089188
1.35,huber,1.55,0.0001,,raw,2.4,2,1.6362924445572193,1.2690863386380038
1.35,huber,1.55,0.0001,,raw,2.4,3,1.6663278719797148,1.2937282871756202
1.35,huber,1.55,0.0001,,raw,2.8,2,1.6289767583312793,1.2631545755557336
1.35,huber,1.55,0.0001,,raw,2.8,3,1.6562898007987987,1.28637227090956
1.35,huber,1.55,0.0001,,raw,3.2,2,1.6270923974303624,1.2607723492870444
1.35,huber,1.55,0.0001,,raw,3.2,3,1.650776743707618,1.2833033303864805
1.35,huber,1.55,0.0001,,raw,3.8,2,1.6302097459337863,1.259928385946368
1.35,huber,1.55,0.0001,,raw,3.8,3,1.6514132493627303,1.2819923741915065
1.35,huber,1.55,0.001,,raw,1.2,2,1.7174840426215736,1.3616673820637775
1.35,huber,1.55,0.001,,raw,1.2,3,1.761765075273167,1.408494770458388
1.35,huber,1.55,0.001,,raw,1.6,2,1.6638199412926178,1.3018751919487153
1.35,huber,1.55,0.001,,raw,1.6,3,1.6975413882404047,1.3356803585910846
1.35,huber,1.55,0.001,,raw,2.0,2,1.6463755263036126,1.277140349867063
1.35,huber,1.55,0.001,,raw,2.0,3,1.6597257093013988,1.282005578737709
1.35,huber,1.55,0.001,,raw,2.4,2,1.6362927634036288,1.2690868476185753
1.35,huber,1.55,0.001,,raw,2.4,3,1.6663282191548936,1.2937288163456766
1.35,huber,1.55,0.001,,raw,2.8,2,1.6289770292248118,1.2631550498408055
1.35,huber,1.55,0.001,,raw,2.8,3,1.656290091215306,1.286372758102363
1.35,huber,1.55,0.001,,raw,3.2,2,1.6270926717945788,1.2607728186689868
1.35,huber,1.55,0.001,,raw,3.2,3,1.6507770308974832,1.2833038133673706
1.35,huber,1.55,0.001,,raw,3.8,2,1.6302100145387888,1.259928851426606
1.35,huber,1.55,0.001,,raw,3.8,3,1.6514135214739991,1.2819928460751797
1.35,ransac,,,2.2,raw,1.2,2,1.6607736127452186,1.2707145658027255
1.35,ransac,,,2.2,raw,1.2,3,1.6931849988798435,1.316206493092299
1.35,ransac,,,2.2,raw,1.6,2,1.6240415828820132,1.2293019161692653
1.35,ransac,,,2.2,raw,1.6,3,1.647065784618641,1.2459201062487562
1.35,ransac,,,2.2,raw,2.0,2,1.6085631031315002,1.2143335559853785
1.35,ransac,,,2.2,raw,2.0,3,1.638408474419414,1.2371629851143158
1.35,ransac,,,2.2,raw,2.4,2,1.6014813600615538,1.2097569673761088
1.35,ransac,,,2.2,raw,2.4,3,1.6278645833198988,1.2304557309557127
1.35,ransac,,,2.2,raw,2.8,2,1.5967398800126833,1.2067070652681064
1.35,ransac,,,2.2,raw,2.8,3,1.6217488705893135,1.227990097265237
1.35,ransac,,,2.2,raw,3.2,2,1.594691270159434,1.204825258661642
1.35,ransac,,,2.2,raw,3.2,3,1.61734948591981,1.2260241364157376
1.35,ransac,,,2.2,raw,3.8,2,1.6195659377282678,1.2258139674097492
1.35,ransac,,,2.2,raw,3.8,3,1.6188257249369151,1.2257436260348624
1.35,ransac,,,4.0,raw,1.2,2,1.6525728004303308,1.337022776049475
1.35,ransac,,,4.0,raw,1.2,3,1.6719414095861913,1.3662742243606247
1.35,ransac,,,4.0,raw,1.6,2,1.622049516165791,1.298612802737784
1.35,ransac,,,4.0,raw,1.6,3,1.6302574870859867,1.316018125863558
1.35,ransac,,,4.0,raw,2.0,2,1.6131581509391435,1.282682542177402
1.35,ransac,,,4.0,raw,2.0,3,1.6152347137882068,1.2864966343817057
1.35,ransac,,,4.0,raw,2.4,2,1.612046771801306,1.2782435989008691
1.35,ransac,,,4.0,raw,2.4,3,1.6152350020755624,1.2820795314137987
1.35,ransac,,,4.0,raw,2.8,2,1.6105470728263995,1.2738635873019077
1.35,ransac,,,4.0,raw,2.8,3,1.6119678564535855,1.2757414803261542
1.35,ransac,,,4.0,raw,3.2,2,1.61246907747604,1.2732800612875872
1.35,ransac,,,4.0,raw,3.2,3,1.6118076874587521,1.2736596180895023
1.35,ransac,,,4.0,raw,3.8,2,1.617282450143588,1.2732526485011666
1.35,ransac,,,4.0,raw,3.8,3,1.6155833430683186,1.273057647939848
1.35,ransac,,,6.5,raw,1.2,2,1.7138511982758484,1.4185440287556166
1.35,ransac,,,6.5,raw,1.2,3,1.7529716694449773,1.4584860800826276
1.35,ransac,,,6.5,raw,1.6,2,1.674837240283351,1.3732867322127216
1.35,ransac,,,6.5,raw,1.6,3,1.684566045301784,1.3849375710581688
1.35,ransac,,,6.5,raw,2.0,2,1.658261538876277,1.3511457414188839
1.35,ransac,,,6.5,raw,2.0,3,1.6582837269742845,1.3522696117618929
1.35,ransac,,,6.5,raw,2.4,2,1.65233285942635,1.3408604230139256
1.35,ransac,,,6.5,raw,2.4,3,1.6513050680130754,1.3400956083009765
1.35,ransac,,,6.5,raw,2.8,2,1.6530880702593467,1.34007689284771
1.35,ransac,,,6.5,raw,2.8,3,1.652285491031601,1.3393067228997688
1.35,ransac,,,6.5,raw,3.2,2,1.65527372436067,1.3402945945309317
1.35,ransac,,,6.5,raw,3.2,3,1.6583960839580592,1.3481506280902864
1.35,ransac,,,6.5,raw,3.8,2,1.660071007210135,1.340113558073895
1.35,ransac,,,6.5,raw,3.8,3,1.6838540690389066,1.3721894504434753
1.35,huber,1.12,1e-06,,bias_sub,1.2,2,1.658718604329881,1.2892912143562887
1.35,huber,1.12,1e-06,,bias_sub,1.2,3,1.6975226190065624,1.3392845858632707
1.35,huber,1.12,1e-06,,bias_sub,1.6,2,1.6150057966897169,1.2331136345458718
1.35,huber,1.12,1e-06,,bias_sub,1.6,3,1.6419073120586527,1.262268771021561
1.35,huber,1.12,1e-06,,bias_sub,2.0,2,1.598617471150354,1.219754342363391
1.35,huber,1.12,1e-06,,bias_sub,2.0,3,1.6073047328403125,1.223603720779737
1.35,huber,1.12,1e-06,,bias_sub,2.4,2,1.5928899198682143,1.2180347305735157
1.35,huber,1.12,1e-06,,bias_sub,2.4,3,1.5976543645415084,1.21928934670939
1.35,huber,1.12,1e-06,,bias_sub,2.8,2,1.5889447463327535,1.2165713603679156
1.35,huber,1.12,1e-06,,bias_sub,2.8,3,1.5914791417350562,1.217411877010074
1.35,huber,1.12,1e-06,,bias_sub,3.2,2,1.5892665299066653,1.2166164341514236
1.35,huber,1.12,1e-06,,bias_sub,3.2,3,1.5901407067549929,1.2169798662243636
1.35,huber,1.12,1e-06,,bias_sub,3.8,2,1.5926449453686584,1.2171910634131562
1.35,huber,1.12,1e-06,,bias_sub,3.8,3,1.5915296871827445,1.2169334109055872
1.35,huber,1.12,0.0001,,bias_sub,1.2,2,1.6587186781896586,1.2892913215434065
1.35,huber,1.12,0.0001,,bias_sub,1.2,3,1.6975226982871305,1.339284690285711
1.35,huber,1.12,0.0001,,bias_sub,1.6,2,1.6150058437325634,1.2331137282937488
1.35,huber,1.12,0.0001,,bias_sub,1.6,3,1.6419073743122377,1.2622688862434979
1.35,huber,1.12,0.0001,,bias_sub,2.0,2,1.5986175189431744,1.219754420448049
1.35,huber,1.12,0.0001,,bias_sub,2.0,3,1.6073047858550655,1.2236038029841902
1.35,huber,1.12,0.0001,,bias_sub,2.4,2,1.592889980974094,1.218034825448699
1.35,huber,1.12,0.0001,,bias_sub,2.4,3,1.5976544166496145,1.219289428659629
1.35,huber,1.12,0.0001,,bias_sub,2.8,2,1.5889447788697817,1.2165714209444063
1.35,huber,1.12,0.0001,,bias_sub,2.8,3,1.5914791762681022,1.2174119509323968
1.35,huber,1.12,0.0001,,bias_sub,3.2,2,1.5892665707852471,1.2166164970300124
1.35,huber,1.12,0.0001,,bias_sub,3.2,3,1.5901407577546645,1.2169799443191371
1.35,huber,1.12,0.0001,,bias_sub,3.8,2,1.5926449812007915,1.2171911265350746
1.35,huber,1.12,0.0001,,bias_sub,3.8,3,1.5915297413578267,1.216933491669355
1.35,huber,1.12,0.001,,bias_sub,1.2,2,1.6587193230251691,1.2892922741924349
1.35,huber,1.12,0.001,,bias_sub,1.2,3,1.6975234021117156,1.3392856285332124
1.35,huber,1.12,0.001,,bias_sub,1.6,2,1.6150063133530392,1.2331145858863508
1.35,huber,1.12,0.001,,bias_sub,1.6,3,1.6419079636080303,1.2622699506463384
1.35,huber,1.12,0.001,,bias_sub,2.0,2,1.598617969004359,1.219755132450048
1.35,huber,1.12,0.001,,bias_sub,2.0,3,1.6073052602585376,1.2236045525133603
1.35,huber,1.12,0.001,,bias_sub,2.4,2,1.592890393772653,1.2180355160883016
1.35,huber,1.12,0.001,,bias_sub,2.4,3,1.5976548830439825,1.2192901652280512
1.35,huber,1.12,0.001,,bias_sub,2.8,2,1.5889451746978476,1.2165721006590156
1.35,huber,1.12,0.001,,bias_sub,2.8,3,1.591479611615807,1.2174126488156143
1.35,huber,1.12,0.001,,bias_sub,3.2,2,1.5892669663004804,1.2166171725608839
1.35,huber,1.12,0.001,,bias_sub,3.2,3,1.5901411324671553,1.2169806015167672
1.35,huber,1.12,0.001,,bias_sub,3.8,2,1.592645379428605,1.2171918020058694
1.35,huber,1.12,0.001,,bias_sub,3.8,3,1.591530134613934,1.2169341766595658
1.35,huber,1.35,1e-06,,bias_sub,1.2,2,1.6927454632738055,1.3338002748841942
1.35,huber,1.35,1e-06,,bias_sub,1.2,3,1.7308852599422129,1.3778251877265897
1.35,huber,1.35,1e-06,,bias_sub,1.6,2,1.6363750842344063,1.266609755528925
1.35,huber,1.35,1e-06,,bias_sub,1.6,3,1.6767695881503162,1.3119931460906638
1.35,huber,1.35,1e-06,,bias_sub,2.0,2,1.6198111487134965,1.2464146121025121
1.35,huber,1.35,1e-06,,bias_sub,2.0,3,1.64195884151186,1.2651298949174115
1.35,huber,1.35,1e-06,,bias_sub,2.4,2,1.6120021597967296,1.241607288517224
1.35,huber,1.35,1e-06,,bias_sub,2.4,3,1.6387927459291138,1.2627393648476106
1.35,huber,1.35,1e-06,,bias_sub,2.8,2,1.6063573658261094,1.2379196884326973
1.35,huber,1.35,1e-06,,bias_sub,2.8,3,1.6314531358637807,1.2593007095052582
1.35,huber,1.35,1e-06,,bias_sub,3.2,2,1.6049636916084788,1.2363998555123785
1.35,huber,1.35,1e-06,,bias_sub,3.2,3,1.6276188627614627,1.2576319028939515
1.35,huber,1.35,1e-06,,bias_sub,3.8,2,1.608273806012101,1.2363560253590584
1.35,huber,1.35,1e-06,,bias_sub,3.8,3,1.6285280870813816,1.2570468229754654
1.35,huber,1.35,0.0001,,bias_sub,1.2,2,1.6927455281293455,1.333800363136347
1.35,huber,1.35,0.0001,,bias_sub,1.2,3,1.7308853342341814,1.3778252723588589
1.35,huber,1.35,0.0001,,bias_sub,1.6,2,1.6363751407258071,1.2666098503520091
1.35,huber,1.35,0.0001,,bias_sub,1.6,3,1.6767696524659945,1.3119932395410074
1.35,huber,1.35,0.0001,,bias_sub,2.0,2,1.6198111838505893,1.246414676369719
1.35,huber,1.35,0.0001,,bias_sub,2.0,3,1.6419588798366378,1.2651299549678259
1.35,huber,1.35,0.0001,,bias_sub,2.4,2,1.6120021942736333,1.2416073496554705
1.35,huber,1.35,0.0001,,bias_sub,2.4,3,1.6387927899862407,1.2627394317709995
1.35,huber,1.35,0.0001,,bias_sub,2.8,2,1.6063574029242849,1.2379197510126627
1.35,huber,1.35,0.0001,,bias_sub,2.8,3,1.6314531744035423,1.259300776734602
1.35,huber,1.35,0.0001,,bias_sub,3.2,2,1.6049637296912826,1.2363999181597614
1.35,huber,1.35,0.0001,,bias_sub,3.2,3,1.6276188965432161,1.2576319638723141
1.35,huber,1.35,0.0001,,bias_sub,3.8,2,1.6082738454983474,1.2363560898697707
1.35,huber,1.35,0.0001,,bias_sub,3.8,3,1.6285281313938789,1.2570468888072224
1.35,huber,1.35,0.001,,bias_sub,1.2,2,1.6927460577550402,1.333801091383094
1.35,huber,1.35,0.001,,bias_sub,1.2,3,1.730885911763438,1.3778259707720306
1.35,huber,1.35,0.001,,bias_sub,1.6,2,1.6363755878083865,1.266610665859282
1.35,huber,1.35,0.001,,bias_sub,1.6,3,1.6767702035765786,1.3119940419105462
1.35,huber,1.35,0.001,,bias_sub,2.0,2,1.619811561698222,1.2464152913921431
1.35,huber,1.35,0.001,,bias_sub,2.0,3,1.641959413565574,1.2651306365702017
1.35,huber,1.35,0.001,,bias_sub,2.4,2,1.6120025428157394,1.2416079239393925
1.35,huber,1.35,0.001,,bias_sub,2.4,3,1.6387931577112176,1.2627400442313859
1.35,huber,1.35,0.001,,bias_sub,2.8,2,1.6063577432803904,1.2379203037525641
1.35,huber,1.35,0.001,,bias_sub,2.8,3,1.6314535120912272,1.2593013382204354
1.35,huber,1.35,0.001,,bias_sub,3.2,2,1.6049640407407735,1.2364004527837353
1.35,huber,1.35,0.001,,bias_sub,3.2,3,1.627619223588085,1.2576325136990423
1.35,huber,1.35,0.001,,bias_sub,3.8,2,1.6082741721516982,1.2363566177992642
1.35,huber,1.35,0.001,,bias_sub,3.8,3,1.6285284393711805,1.2570474185024367
1.35,huber,1.55,1e-06,,bias_sub,1.2,2,1.7174856832124759,1.361666982310207
1.35,huber,1.55,1e-06,,bias_sub,1.2,3,1.7617649940265683,1.4084939897092834
1.35,huber,1.55,1e-06,,bias_sub,1.6,2,1.6638222078678229,1.3018762505985253
1.35,huber,1.55,1e-06,,bias_sub,1.6,3,1.6975438938578926,1.33568194714135
1.35,huber,1.55,1e-06,,bias_sub,2.0,2,1.6463769371956074,1.277140387687937
1.35,huber,1.55,1e-06,,bias_sub,2.0,3,1.6597265109400314,1.2820054975757176
1.35,huber,1.55,1e-06,,bias_sub,2.4,2,1.636294465470319,1.2690870415517304
1.35,huber,1.55,1e-06,,bias_sub,2.4,3,1.6663290547313572,1.2937286151749539
1.35,huber,1.55,1e-06,,bias_sub,2.8,2,1.628979352197834,1.2631555234863476
1.35,huber,1.55,1e-06,,bias_sub,2.8,3,1.656291678342388,1.286372835261882
1.35,huber,1.55,1e-06,,bias_sub,3.2,2,1.6270941556944227,1.2607730062698188
1.35,huber,1.55,1e-06,,bias_sub,3.2,3,1.6507780920273885,1.2833037496428603
1.35,huber,1.55,1e-06,,bias_sub,3.8,2,1.6302115668693573,1.2599290870597957
1.35,huber,1.55,1e-06,,bias_sub,3.8,3,1.6514147857419208,1.2819929157912147
1.35,huber,1.55,0.0001,,bias_sub,1.2,2,1.7174857385642264,1.3616670630250811
