row_idx,anchor_key,true_dist_m,uwb_median_m,uwb_median_bias_corrected_m,gate_resid_m,passed_v15_gate
189,4e610206,5.43323108288245,5.42,6.0274,0.5941689171175497,1
190,8e610981,8.335466393669883,8.46,8.9755,0.6400336063301175,1
190,d1044709,3.7947331922020555,1.71,2.7061,1.0886331922020553,1
190,4e610206,9.767292357659821,9.51,10.1174,0.35010764234017877,1
191,e63ce2f,7.022819946431774,3.25,6.893,0.1298199464317742,1
191,d10485af,9.0,8.55,10.6011,1.6011000000000006,1
191,d1044709,2.4738633753705948,2.32,3.3160999999999996,0.8422366246294049,1
192,8e610981,5.909314681077661,5.8,6.3155,0.406185318922339,1
192,d10485af,3.4985711369071804,3.25,5.3011,1.8025288630928196,1
192,4e610206,3.000000000000001,3.11,3.7174,0.7173999999999991,1
193,8e610981,9.158602513484249,7.32,7.835500000000001,1.3231025134842485,1
194,d10485af,14.818906842274162,14.69,16.7411,1.9221931577258378,1
194,d1044709,6.118823416311342,6.03,7.0261000000000005,0.9072765836886587,1
195,d1044709,4.368065933568311,4.21,5.2061,0.838034066431689,1
196,d1044709,7.2,7.01,8.0061,0.8060999999999989,1
197,d1044709,5.4,5.56,6.5561,1.1560999999999995,1
198,8e610981,7.224956747275377,7.02,7.5355,0.3105432527246226,1
199,8e610981,3.794733192202056,3.42,3.9354999999999998,0.14076680779794382,1
201,8e610981,3.794733192202055,3.78,4.2955,0.5007668077979446,1
201,d1044709,6.378087487640789,5.92,6.9161,0.5380125123592112,1
202,8e610981,6.708203932499369,6.17,6.6855,0.022703932499369195,1
204,4e610206,14.512063946937387,12.91,13.5174,0.9946639469373864,1
205,d1044709,6.462197768561405,4.05,5.0461,1.4160977685614053,1
206,e63ce2f,12.354756169184402,9.09,12.733,0.37824383081559887,1
206,d1044709,7.249827584156743,5.63,6.6261,0.6237275841567431,1
206,4e610206,2.473863375370597,2.2,2.8074000000000003,0.33353662462940337,1
207,e63ce2f,8.0049984384758,3.7,7.343,0.6619984384758002,1
