wifi_canon_ap,A,B
SW_11,0.8911471703889438,0.9067611455682273
SW_first_team,0.7860717594195048,2.0229933820091164
볼링공,0.7292799437625893,1.851077528720918
SW_4,0.8304758907726981,1.6792263301996881
SW_6,0.7651811393300408,1.5664903914394372
SW_5,0.9202141153142614,0.7380507211984457
