Node_x,Node_y,110394ab_실제거리,110394ab_중간값,110394ab_오차율(%),e63ce2f_실제거리,e63ce2f_중간값,e63ce2f_오차율(%),8e610981_실제거리,8e610981_중간값,8e610981_오차율(%),d10485af_실제거리,d10485af_중간값,d10485af_오차율(%),d1044709(식별잘안됨)_실제거리,d1044709(식별잘안됨)_중간값,d1044709(식별잘안됨)_오차율(%),4e610206_실제거리,4e610206_중간값,4e610206_오차율(%),SW_first_team_실제거리,SW_first_team_중간값,SW_first_team_오차율(%),SW_4_실제거리,SW_4_중간값,SW_4_오차율(%),SW_5_실제거리,SW_5_중간값,SW_5_오차율(%),SW_6_실제거리,SW_6_중간값,SW_6_오차율(%),SW_11_실제거리,SW_11_중간값,SW_11_오차율(%),볼링공_실제거리,볼링공_중간값,볼링공_오차율(%)
10,10,1.0,6.01,501.0,19.416,10.42,46.33292130201895,12.649,3.64,71.22302158273381,24.187,2.56,89.41580187704139,17.804,3.56,80.00449337227589,24.698,5.39,78.17637055632035,19.416,6.69,65.54388133498146,24.187,11.96,50.55194939430272,24.698,8.42,65.90817070208114,17.804,3.38,81.01550213435183,1.0,6.85,585.0,12.649,3.97,68.61411969325638
11,25,2.0,12.07,503.5,19.026,,,9.849,,,21.213,3.98,81.23792014330834,16.125,7.59,52.93023255813954,22.204,2.8,87.38965952080706,19.026,14.61,23.210343740145067,21.213,4.32,79.63512940178192,22.204,2.67,87.97513961448387,16.125,7.78,51.751937984496124,2.0,14.24,612.0,9.849,7.6,22.834805564016655
15,5,5.0,,,19.105,2.92,84.7160429207014,7.211,8.02,11.218971016502554,18.248,14.81,18.840420868040336,14.866,5.18,65.15538813399704,19.849,3.49,82.41725023930677,19.105,3.02,84.19261973305417,18.248,14.84,18.676019289785188,19.849,11.6,41.558768703713035,14.866,5.51,62.93555764832504,5.0,9.32,86.4,7.211,9.01,24.9479961170434
2,3,12.166,,,8.602,6.87,20.1348523599163,15.264,,,26.571,13.12,50.622859508486705,12.166,,,22.023,12.91,41.379466920946285,8.602,18.74,117.85631248546846,26.571,15.89,40.19796018215347,22.023,15.53,29.4828134223312,12.166,12.11,0.4602991944764174,12.166,1.31,89.23228670064113,15.264,8.69,43.068658280922435
5,10,12.0,,,7.616,,,13.601,2.7,80.1485184912874,24.698,5.2,78.94566361648717,10.198,4.05,60.28633065306923,20.025,2.37,88.16479400749063,7.616,10.1,32.615546218487395,24.698,12.96,47.52611547493724,20.025,10.37,48.2147315855181,10.198,6.83,33.02608354579329,12.0,8.01,33.25,13.601,3.38,75.14888611131533
6,6,12.369,6.99,43.48775163715741,7.0,5.6,20.000000000000004,11.314,,,21.932,7.35,66.48732445741382,7.28,,,17.029,,,7.0,9.4,34.28571428571429,21.932,14.03,36.02954586904979,17.029,12.63,25.832403546890593,7.28,8.04,10.439560439560424,12.369,3.7,70.08650658905329,11.314,6.88,39.19038359554534
7,15,14.142,6.09,56.93678404751803,7.071,2.9,58.98741337858859,16.401,,,27.313,4.13,84.87899535019953,12.0,7.19,40.08333333333333,22.023,,,7.071,11.28,59.524819686041575,27.313,10.85,60.275326767473366,22.023,8.81,59.99636743404621,12.0,9.77,18.58333333333334,14.142,7.91,44.06731721114411,16.401,0.86,94.75641729162857
10,20,14.036,2.25,83.96979196352237,5.385,4.36,19.03435468895078,14.142,,,24.597,5.23,78.73724437939586,9.0,0.64,92.88888888888889,19.026,,,5.385,12.44,131.0120705663881,24.597,5.93,75.8913688661219,19.026,3.64,80.8682855040471,9.0,7.42,17.555555555555557,14.036,12.38,11.798233114847527,14.142,4.67,66.97779663413944
10,25,14.036,,,5.385,9.09,68.80222841225627,14.142,,,24.597,1.43,94.18628288002601,9.0,5.63,37.44444444444445,19.026,2.2,88.4368758540944,5.385,20.23,275.67316620241417,24.597,4.35,82.31491645322599,19.026,3.0,84.23210343740145,9.0,9.45,4.999999999999992,14.036,14.8,5.4431461954973015,14.142,7.53,46.754348748408994
17,20,14.036,,,5.385,3.7,31.290622098421533,14.142,,,24.597,5.29,78.49331219254381,9.0,0.81,90.99999999999999,19.026,2.77,85.44097550720068,5.385,14.38,167.0380687093779,24.597,8.68,64.71114363540269,19.026,2.63,86.17681068012195,9.0,8.44,6.222222222222228,14.036,14.6,4.01823881447706,14.142,8.03,43.21878093621836
18,10,14.036,8.49,39.51268167569108,5.385,1.79,66.75951717734448,14.142,8.2,42.01668788007355,24.597,,,9.0,8.96,0.444444444444435,19.026,15.36,19.26836959949543,5.385,3.56,33.89043639740018,24.597,13.55,44.911981135910885,19.026,9.5,50.06832755177126,9.0,3.27,63.66666666666667,14.036,11.24,19.920205186662862,14.142,9.14,35.36982039315513
20,15,14.56,,,5.099,0.69,86.46793488919397,12.207,,,21.954,9.33,57.502049740366225,6.0,5.83,2.833333333333332,16.031,4.99,68.8728089326929,5.099,6.39,25.318689939203754,21.954,12.39,43.56381525006832,16.031,7.43,53.6522986713243,6.0,3.32,44.66666666666667,14.56,13.94,4.258241758241764,12.207,11.66,4.481035471450811
20,27,3.0,3.12,4.0000000000000036,19.925,,,14.56,2.37,83.72252747252747,26.173,9.46,63.85588201581782,19.105,3.23,83.09343103899502,26.42,2.53,90.4239212717638,19.925,22.97,15.282308657465485,26.173,10.12,61.3341993657586,26.42,5.0,81.07494322482968,19.105,9.29,51.373985867573936,3.0,20.24,574.6666666666666,14.56,12.24,15.934065934065936
1,3,1.0,4.27,326.99999999999994,19.416,0.44,97.73382777091058,12.649,3.17,74.93873033441378,24.187,5.73,76.30958779509653,17.804,7.44,58.211637834194555,24.698,,,19.416,9.4,51.58632056036259,24.187,12.29,49.187580105015094,24.698,13.16,46.716333306340594,17.804,10.41,41.52999325994158,1.0,,,12.649,1.71,86.48114475452606
2,8,1.0,9.57,857.0,19.416,2.0,89.69921714050267,12.649,4.4,65.21464147363427,24.187,1.08,95.53479141687683,17.804,5.25,70.5122444394518,24.698,,,19.416,9.15,52.87391841779975,24.187,9.16,62.128416091288706,24.698,10.08,59.186978702728965,17.804,0.33,98.14648393619412,1.0,6.92,592.0,12.649,0.46,96.36334888133449
3,13,1.0,1.93,93.0,19.416,4.31,77.80181293778328,12.649,3.86,69.48375365641553,24.187,4.19,82.67664447843882,17.804,4.58,74.27544372051224,24.698,,,19.416,8.46,56.427688504326326,24.187,6.29,73.99429445569935,24.698,7.65,69.02583205117824,17.804,6.92,61.13232981352505,1.0,5.6,459.99999999999994,12.649,0.49,96.12617598229109
4,18,3.0,1.86,37.99999999999999,19.0,11.34,40.31578947368421,8.944,4.69,47.562611806797854,20.224,5.1,74.78243670886077,15.652,2.93,81.28034755941734,21.401,,,19.0,15.74,17.157894736842106,20.224,3.28,83.78164556962024,21.401,6.95,67.52488201485912,15.652,10.98,29.849220546894962,3.0,6.71,123.66666666666666,8.944,0.27,96.98121645796066
5,23,2.828,7.68,171.5700141442716,17.72,12.56,29.119638826185096,13.153,3.72,71.7174789021516,25.02,2.29,90.84732214228617,16.971,6.7,60.52088857462731,24.597,11.18,54.547302516567065,17.72,20.12,13.544018058690757,25.02,0.5,98.00159872102319,24.597,4.89,80.1195267715575,16.971,16.74,1.3611454834718146,2.828,9.54,237.34087694483733,13.153,0.45,96.5787272865506
6,6,2.0,2.84,41.99999999999999,17.263,2.12,87.7193998725598,11.18,5.11,54.29338103756708,23.022,1.99,91.35609417079316,15.62,12.46,20.230473751600503,22.825,9.04,60.39430449069003,17.263,6.58,61.88379771766206,23.022,11.09,51.82868560507341,22.825,9.34,59.07995618838993,15.62,5.58,64.27656850192062,2.0,0.86,57.00000000000001,11.18,0.75,93.29159212880143
7,11,3.606,4.85,34.49805879090405,16.031,,,9.055,2.42,73.2744340143567,21.0,3.47,83.47619047619048,13.601,9.58,29.564002646864207,20.591,8.95,56.534408236608236,16.031,6.97,56.52173913043479,21.0,11.56,44.95238095238095,20.591,7.23,64.88757224029916,13.601,2.48,81.76604661421955,3.606,3.92,8.707709373266779,9.055,0.42,95.36167863059083
8,16,5.657,4.92,13.028106770372991,15.033,,,7.0,5.42,22.571428571428573,19.026,3.42,82.02459791863765,11.662,6.82,41.519464928828675,18.358,5.9,67.86142281294258,15.033,8.07,46.31810017960486,19.026,7.08,62.78776411226742,18.358,3.74,79.62741039328904,11.662,6.41,45.035156919910825,5.657,7.19,27.099169170938666,7.0,0.34,95.14285714285714
9,21,5.657,10.77,90.38359554534205,15.033,6.6,56.09658750748354,7.0,4.02,42.57142857142858,19.026,3.53,81.44644171134237,11.662,4.35,62.699365460469906,18.358,3.54,80.71685368776555,15.033,8.55,43.12512472560366,19.026,3.15,83.44370860927151,18.358,1.05,94.28042270399825,11.662,3.16,72.90344709312296,5.657,11.4,101.52024041011136,7.0,0.61,91.28571428571428
10,26,9.055,4.78,47.21148536720044,10.77,13.93,29.34076137418756,13.0,6.87,47.15384615384615,24.739,3.34,86.49905008286511,12.083,4.35,63.99900686915502,21.378,2.67,87.51052483861913,10.77,14.46,34.26183844011143,24.739,1.18,95.23020332268888,21.378,2.6,87.83796426232576,12.083,8.44,30.14979723578582,9.055,15.83,74.82054113749311,13.0,1.09,91.61538461538463
8,19,9.487,2.76,70.90755771055129,10.0,4.44,55.599999999999994,9.434,4.38,53.57218571125715,20.881,4.87,76.67736219529716,8.602,4.17,51.5229016507789,17.464,8.61,50.69857993586807,10.0,9.8,1.9999999999999927,20.881,4.85,76.77314304870457,17.464,2.89,83.45167201099403,8.602,2.55,70.35573122529645,9.487,8.48,10.614525139664801,9.434,0.44,95.33601865592539
11,17,12.042,,,11.18,4.18,62.61180679785331,5.831,,,16.155,6.89,57.35066542865985,5.385,2.73,49.30362116991643,12.649,2.29,81.89580203968693,11.18,6.88,38.46153846153847,16.155,7.05,56.36025998142989,12.649,2.9,77.07328642580441,5.385,0.74,86.25812441968431,12.042,8.7,27.75286497259592,5.831,4.83,17.166866746698684
12,13,3.162,,,16.492,10.84,34.27116177540626,12.042,,,24.0,9.17,61.791666666666664,15.556,1.79,88.49318590897403,23.259,0.99,95.74358312911131,16.492,7.73,53.128789716226045,24.0,5.81,75.79166666666667,23.259,2.94,87.3597317167548,15.556,1.09,92.99305734121882,3.162,9.14,189.0575585072739,12.042,3.61,70.02159109782428
10,10,5.831,,,16.125,8.61,46.6046511627907,6.083,,,18.0,10.48,41.77777777777777,12.083,3.59,70.28883555408424,18.028,3.27,81.86154870201908,16.125,8.1,49.76744186046512,18.0,5.5,69.44444444444444,18.028,2.6,85.57798979365433,12.083,1.34,88.91003889762476,5.831,8.98,54.00445892642771,6.083,3.74,38.517179023508135
9,8,5.831,,,16.125,4.83,70.04651162790697,6.083,,,18.0,11.32,37.111111111111114,12.083,6.4,47.03302160059587,18.028,9.56,46.9713778566674,16.125,5.62,65.14728682170542,18.0,11.63,35.388888888888886,18.028,7.78,56.844907921011746,12.083,2.62,78.31664321774394,5.831,3.16,45.80689418624593,6.083,2.21,63.66924215025481
6,7,6.28,2.61,58.439490445859875,15.331,6.59,57.015197964907706,6.003,,,18.018,11.86,34.17693417693418,11.36,9.61,15.40492957746479,17.597,9.12,48.17298403136899,15.331,8.51,44.49155306242254,18.018,12.18,32.400932400932405,17.597,8.94,49.19588566232881,11.36,6.64,41.54929577464789,6.28,1.8,71.33757961783441,6.003,2.46,59.02048975512244
4,9,11.402,3.05,73.25030696369059,17.889,2.8,84.34792330482419,1.0,,,12.0,10.55,12.083333333333329,11.045,4.37,60.434585785423266,13.454,,,17.889,11.75,34.31717815417295,12.0,10.24,14.666666666666664,13.454,9.67,28.125464545859973,11.045,8.75,20.778632865550023,11.402,1.02,91.05420101736537,1.0,1.35,35.00000000000001
2,12,11.402,5.69,50.09647430275389,17.889,,,1.0,5.68,468.0,12.0,1.85,84.58333333333333,11.045,,,13.454,5.05,62.46469451464248,17.889,9.92,44.546928279948574,12.0,6.73,43.916666666666664,13.454,7.69,42.84227738962391,11.045,6.17,44.1376188320507,11.402,2.75,75.8814243115243,1.0,0.02,98.0
3,15,17.263,4.84,71.96315819961768,21.26,,,6.083,2.65,56.43596909419695,6.0,7.2,20.000000000000004,13.038,,,10.44,2.8,73.18007662835248,21.26,9.1,57.19661335841957,6.0,4.85,19.166666666666675,10.44,6.05,42.04980842911878,13.038,8.17,37.33701487958276,17.263,4.92,71.4997393268841,6.083,-1.26,120.71346375143844
5,18,24.187,4.21,82.59395543060322,26.401,4.78,81.89462520359076,13.038,2.77,78.75441018561129,1.0,5.2,420.0,17.804,4.89,72.53426196360367,10.77,7.17,33.42618384401114,26.401,8.51,67.76637248589068,1.0,5.42,442.0,10.77,4.03,62.58124419684308,17.804,4.21,76.35362839811278,24.187,14.72,39.14086079298797,13.038,0.41,96.85534591194968
5,5,24.187,4.16,82.80067805019226,26.401,10.0,62.12264686943676,13.038,2.41,81.51556987267986,1.0,2.31,131.0,17.804,,,10.77,,,26.401,8.57,67.5391083671073,1.0,14.67,1367.0,10.77,12.85,19.312906220984217,17.804,7.44,58.211637834194555,24.187,3.77,84.41311448298673,13.038,6.64,49.07194354962418
5,10,6.083,,,13.601,9.91,27.137710462465996,12.166,2.48,79.61532138747329,24.187,2.32,90.40807045106875,13.601,,,22.136,7.7,65.21503433321287,13.601,11.3,16.9178736857584,24.187,12.18,49.642369868110976,22.136,11.01,50.26201662450307,13.601,9.66,28.975810602161612,6.083,3.89,36.05129048167023,12.166,3.14,74.19036659542988
5,25,7.81,7.7,1.408450704225345,13.153,0.83,93.68965255074887,6.325,7.46,17.94466403162055,18.248,,,9.434,3.1,67.14013143947425,16.553,,,13.153,13.82,5.071086444157225,18.248,3.69,79.7786058746164,16.553,6.19,62.6049658672144,9.434,8.67,8.098367606529568,7.81,13.15,68.37387964148529,6.325,6.17,2.450592885375498
15,20,12.53,,,15.264,7.16,53.09224318658281,2.0,3.62,81.0,12.369,,,8.062,2.24,72.21533118332918,11.402,2.19,80.79284336081389,15.264,8.63,43.461740041928714,12.369,7.68,37.909289352413296,11.402,2.71,76.23223995790212,8.062,3.58,55.59414537335648,12.53,13.01,3.8308060654429403,2.0,6.9,245.00000000000003
11,0,12.53,,,15.264,5.82,61.87106918238994,2.0,7.14,257.0,12.369,5.94,51.97671598350715,8.062,2.26,71.96725378318035,11.402,6.31,44.65883178389756,15.264,7.35,51.84748427672956,12.369,17.79,43.827310211011394,11.402,15.95,39.8877389931591,8.062,8.22,1.9598114611759025,12.53,5.87,53.152434158020746,2.0,9.1,355.0
11,14,18.028,6.62,63.2793432438429,19.105,7.71,59.64407223239989,6.325,,,6.708,5.74,14.430530709600475,10.63,2.7,74.60018814675446,7.616,7.75,1.7594537815126094,19.105,7.29,61.842449620518195,6.708,9.14,36.25521765056649,7.616,8.9,16.859243697479002,10.63,4.74,55.40921919096896,18.028,7.89,56.23474595074328,6.325,3.93,37.865612648221344
11,28,23.77,7.63,67.90071518721076,23.854,3.86,83.81822755093485,12.166,,,3.0,3.15,4.9999999999999964,15.264,6.89,54.86111111111111,7.616,7.64,0.3151260504201684,23.854,16.28,31.751488220005026,3.0,4.69,56.33333333333334,7.616,4.63,39.206932773109244,15.264,10.09,33.89675052410902,23.77,15.84,33.36137989061842,12.166,9.21,24.29722176557619
20,0,23.77,,,23.854,3.8,84.06975769263016,12.166,,,3.0,5.9,96.66666666666669,15.264,3.5,77.07023060796647,7.616,7.62,0.05252100840336723,23.854,3.68,84.5728179760208,3.0,20.07,569.0,7.616,15.12,98.52941176470587,15.264,10.23,32.97955974842767,23.77,11.91,49.8948254101809,12.166,13.71,12.691106361992441
20,15,1.0,2.71,171.0,20.224,5.02,75.17800632911393,12.083,,,23.345,3.63,84.45063182694368,18.028,1.24,93.1218105169736,24.413,6.49,73.415803055749,20.224,5.89,70.87618670886076,23.345,12.32,47.2263868065967,24.413,6.19,74.64465653545241,18.028,2.44,86.46549811404482,1.0,12.94,1194.0,12.083,9.17,24.10825126210378
20,30,16.031,8.18,48.973863140165925,23.854,4.87,79.58413683239708,7.071,3.37,52.340545891670196,8.062,,,16.155,2.26,86.01052305787682,14.56,5.97,58.99725274725275,23.854,13.91,41.686928816969896,8.062,11.58,43.6368146861821,14.56,4.63,68.20054945054945,16.155,10.16,37.10925410089756,16.031,19.92,24.259247707566608,7.071,12.53,77.20265874699477
2,2,4.0,,,19.026,5.6,70.56659308314937,8.062,10.33,28.131977176879197,19.235,2.73,85.80712243306472,15.232,,,20.616,,,19.026,13.02,31.567328918322296,19.235,15.77,18.014036911879387,20.616,15.8,23.360496701590993,15.232,11.56,24.10714285714285,4.0,1.59,60.25,8.062,8.56,6.17712726370629
2,8,11.045,4.3,61.068356722498876,19.698,,,3.0,,,12.166,11.28,7.282590826894632,13.038,6.27,51.90980211688909,15.0,11.99,20.066666666666666,19.698,12.53,36.38948116560057,12.166,13.11,7.759329278316613,15.0,12.45,17.000000000000004,13.038,8.75,32.88847982819451,11.045,3.66,66.86283386147578,3.0,4.97,65.66666666666666
18,8,22.091,,,25.495,,,11.18,3.85,65.56350626118068,1.414,1.28,9.476661951909469,16.971,,,11.18,3.7,66.90518783542039,25.495,1.96,92.31221808197687,1.414,17.3,1123.4794908062236,11.18,10.1,9.66010733452594,16.971,5.79,65.88297684284957,22.091,14.42,34.72454845864832,11.18,9.7,13.237924865831847
18,2,6.0,4.17,30.5,13.342,10.95,17.928346574726437,11.18,,,23.195,2.82,87.84220737227851,12.806,4.04,68.45228799000468,21.19,,,13.342,3.72,72.11812321990706,23.195,17.95,22.612632032765685,21.19,13.89,34.450212364322795,12.806,7.86,38.62252069342495,6.0,10.32,72.00000000000001,11.18,11.16,0.17889087656529135
10,5,9.055,,,10.198,,,11.18,4.88,56.35062611806798,22.804,4.66,79.5649885984915,10.296,,,19.416,3.66,81.1495673671199,10.198,7.22,29.201804275348113,22.804,14.42,36.765479740396415,19.416,12.38,36.23815409971157,10.296,6.44,37.45143745143744,9.055,5.63,37.824406405300934,11.18,7.06,36.85152057245081
10,10,9.055,3.64,59.801214798453884,10.198,6.2,39.20376544420475,11.18,,,22.804,1.45,93.64146640940186,10.296,3.61,64.93783993783994,19.416,,,10.198,7.09,30.47656403216317,22.804,13.45,41.019119452727594,19.416,9.37,51.74083230325506,10.296,4.15,59.693084693084685,9.055,7.4,18.27719491993373,11.18,4.42,60.46511627906976
10,15,9.055,,,10.198,,,11.18,2.72,75.67084078711986,22.804,6.85,69.96141027889844,10.296,2.75,73.29059829059828,19.416,3.84,80.22249690976514,10.198,9.72,4.687193567366148,22.804,8.5,62.72583757235572,19.416,6.48,66.62546353522868,10.296,7.16,30.458430458430453,9.055,9.01,0.49696300386526704,11.18,3.28,70.6618962432916
15,5,9.055,5.42,40.14356709000552,10.198,4.74,53.520298097666206,11.18,3.75,66.45796064400716,22.804,,,10.296,,,19.416,5.15,73.4754841367944,10.198,3.86,62.149441066875866,22.804,15.29,32.950359586037536,19.416,12.38,36.23815409971157,10.296,5.33,48.232323232323225,9.055,8.51,6.018774157923799,11.18,8.73,21.914132379248652
15,15,10.817,2.25,79.19940833872609,10.44,,,7.071,,,18.028,,,6.403,0.94,85.31938153990316,14.56,4.54,68.81868131868131,10.44,7.49,28.256704980842905,18.028,10.86,39.76037275349456,14.56,5.84,59.89010989010989,6.403,1.27,80.1655473996564,10.817,11.67,7.885735416474065,7.071,6.97,1.4283693961250175
15,25,10.817,2.26,79.10696126467597,10.44,,,7.071,,,18.028,6.19,65.66452185489237,6.403,,,14.56,1.47,89.90384615384615,10.44,14.73,41.09195402298852,18.028,7.19,60.11759485245173,14.56,1.65,88.66758241758241,6.403,8.5,32.75027330938624,10.817,15.64,44.587223814366276,7.071,9.17,29.6846273511526
5,5,10.817,5.38,50.26347416104281,10.44,12.96,24.137931034482772,7.071,,,18.028,12.54,30.441535389394275,6.403,6.55,2.295798844291742,14.56,,,10.44,9.27,11.206896551724139,18.028,14.37,20.29065897492789,14.56,13.02,10.576923076923082,6.403,8.36,30.56379821958457,10.817,3.12,71.15651289636683,7.071,6.25,11.610804695234052
5,20,10.817,2.88,73.37524267356939,10.44,4.11,60.63218390804597,7.071,7.03,0.5798331211992573,18.028,,,6.403,,,14.56,5.93,59.27197802197802,10.44,15.51,48.5632183908046,18.028,5.89,67.32859995562458,14.56,6.59,54.73901098901099,6.403,9.25,44.463532719037964,10.817,11.56,6.868817601922903,7.071,4.46,36.92547023051902
6,15,10.817,5.61,48.13719145789035,10.44,6.72,35.63218390804598,7.071,,,18.028,,,6.403,,,14.56,6.96,52.197802197802204,10.44,11.63,11.398467432950204,18.028,8.11,55.014422010206346,14.56,7.42,49.03846153846154,6.403,8.75,36.654693112603475,10.817,9.59,11.343255985948048,7.071,1.17,83.45354263894782
10,5,23.259,,,20.125,13.47,33.06832298136646,11.662,5.49,52.92402675355857,7.28,13.47,85.02747252747253,11.705,5.81,50.363092695429316,3.162,,,20.125,6.43,68.04968944099379,7.28,14.32,96.7032967032967,3.162,12.49,295.0031625553447,11.705,6.09,47.970952584365655,23.259,6.4,72.48376972354788,11.662,7.05,39.54724747041675
10,10,23.259,6.05,73.98856356679134,20.125,10.36,48.52173913043479,11.662,3.93,66.3008060367004,7.28,3.23,55.631868131868146,11.705,,,3.162,4.74,49.90512333965845,20.125,8.01,60.19875776397515,7.28,13.59,86.67582417582416,3.162,9.05,186.21125869702723,11.705,4.03,65.57026911576249,23.259,7.82,66.37860613096007,11.662,4.44,61.9276281941348
10,20,14.036,3.63,74.13793103448275,5.385,5.15,4.363974001857,14.142,0.71,94.97949370668928,24.597,3.01,87.76273529292192,9.0,,,19.026,2.77,85.44097550720068,5.385,11.54,114.29897864438254,24.597,6.28,74.4684311094849,19.026,3.54,81.39388205613372,9.0,5.35,40.555555555555564,14.036,12.73,9.30464519806212,14.142,5.0,64.64432187809362
10,25,14.036,,,5.385,3.23,40.018570102135556,14.142,3.27,76.87738650827323,24.597,,,9.0,,,19.026,2.12,88.85735309576368,5.385,13.64,153.29619312906223,24.597,4.49,81.7457413505712,19.026,4.93,74.08808998212973,9.0,9.18,1.999999999999997,14.036,15.17,8.079224850384728,14.142,8.66,38.76396549285815
15,5,14.036,1.77,87.38956967797094,5.385,,,14.142,9.14,35.36982039315513,24.597,15.31,37.756636988250605,9.0,7.92,12.000000000000002,19.026,8.7,54.27309996846421,5.385,7.27,35.00464252553389,24.597,15.6,36.57763141846567,19.026,12.23,35.719541679806575,9.0,5.93,34.111111111111114,14.036,8.75,37.66030208036478,14.142,9.43,33.31919106208457
15,15,14.036,0.55,96.08150470219435,5.385,9.29,72.5162488393686,14.142,5.71,59.62381558478291,24.597,4.82,80.40411432288491,9.0,,,19.026,,,5.385,6.1,13.277623026926646,24.597,11.33,53.93747204943693,19.026,8.54,55.114054451802794,9.0,1.18,86.8888888888889,14.036,12.0,14.505557138785976,14.142,8.11,42.65309008626786
15,20,1.414,,,18.439,9.27,49.72612397635447,12.369,2.15,82.61783490985528,24.083,2.27,90.57426400365402,17.029,3.29,80.6800164425392,24.187,2.25,90.69748211849341,18.439,10.97,40.50653506155431,24.083,8.12,66.28327035668315,24.187,3.12,87.10050853764419,17.029,5.96,65.00088085031418,1.414,14.8,946.6760961810469,12.369,8.24,33.38184170102676
3,3,7.211,10.34,43.3920399389821,15.297,5.21,65.94103418971041,5.0,,,17.029,7.77,54.37195372599683,10.77,2.87,73.35190343546888,16.643,,,15.297,10.23,33.12414198862522,17.029,15.54,8.743907451993662,16.643,14.21,14.618758637264914,10.77,9.89,8.170844939647159,7.211,1.1,84.74552766606574,5.0,7.19,43.800000000000004
7,5,7.211,1.62,77.53432256275136,15.297,,,5.0,5.55,10.999999999999996,17.029,2.46,85.55405484761289,10.77,6.95,35.46889507892293,16.643,,,15.297,7.78,49.1403543178401,17.029,14.25,16.319220153855188,16.643,12.38,25.614372408820525,10.77,6.89,36.025998142989785,7.211,6.21,13.881569823880188,5.0,5.93,18.599999999999994
5,12,7.211,9.37,29.940368880876424,15.297,,,5.0,4.7,5.9999999999999964,17.029,7.82,54.07833695460684,10.77,2.31,78.55153203342617,16.643,,,15.297,9.92,35.150683140485064,17.029,11.04,35.169416877092026,16.643,8.83,46.94466141921529,10.77,7.19,33.24048282265552,7.211,9.62,33.40729441131603,5.0,1.62,67.6
9,18,7.211,10.51,45.749549299681036,15.297,4.64,69.66725501732365,5.0,1.04,79.2,17.029,2.27,86.66979857889483,10.77,4.19,61.09563602599813,16.643,,,15.297,10.94,28.482709027913977,17.029,7.28,57.249398085618644,16.643,4.68,71.88006969897255,10.77,3.86,64.15970287836583,7.211,11.38,57.81445014561088,5.0,3.26,34.800000000000004
4,24,7.211,7.65,6.087921231451949,15.297,,,5.0,1.5,70.0,17.029,1.74,89.78213635562862,10.77,,,16.643,,,15.297,18.29,19.565927959730654,17.029,1.45,91.48511362969053,16.643,7.21,56.67848344649402,10.77,8.65,19.684308263695442,7.211,15.31,112.31451948412148,5.0,9.35,86.99999999999999
11,26,7.211,9.4,30.356399944529187,15.297,1.82,88.10224226972608,5.0,4.82,3.5999999999999943,17.029,,,10.77,4.09,62.024141132776236,16.643,2.02,87.8627651264796,15.297,16.05,4.922533830162778,17.029,4.22,75.21874449468554,16.643,3.06,81.61389172625128,10.77,8.83,18.01299907149489,7.211,17.33,140.32727777007347,5.0,10.8,116.00000000000001
17,23,7.211,9.11,26.334766329219235,15.297,1.74,88.62522063149638,5.0,,,17.029,4.84,71.57789652944976,10.77,4.16,61.374187558031565,16.643,10.53,36.73015682268822,15.297,14.76,3.5104922533830214,17.029,9.33,45.21111045862939,16.643,1.77,89.36489815538064,10.77,6.98,35.1903435468895,7.211,16.32,126.32089862709748,5.0,9.13,82.60000000000002
17,17,5.385,5.72,6.220984215413184,14.036,9.66,31.17697349672271,9.055,,,21.095,4.78,77.34060203839772,12.042,1.92,84.05580468360738,19.698,2.27,88.47598740988933,14.036,10.26,26.90225135366201,21.095,10.42,50.60440862763688,19.698,4.46,77.3581074220733,12.042,3.34,72.263743564192,5.385,16.71,210.3064066852368,9.055,7.52,16.951960242959693
18,9,5.385,1.56,71.03064066852367,14.036,,,9.055,,,21.095,11.85,43.82555107845461,12.042,3.63,69.8555057299452,19.698,2.95,85.02386029038482,14.036,2.83,79.8375605585637,21.095,14.75,30.078217587105943,19.698,10.56,46.390496497106305,12.042,3.93,67.36422521175885,5.385,11.08,105.75673166202415,9.055,8.75,3.368304803975701
16,4,5.385,,,14.036,2.99,78.6976346537475,9.055,2.46,72.83268912203202,21.095,15.72,25.479971557241043,12.042,5.23,56.568676299618005,19.698,11.16,43.344501979896435,14.036,3.32,76.34653747506411,21.095,16.82,20.26546575017776,19.698,11.84,39.892374860391925,12.042,8.01,33.482810164424514,5.385,10.45,94.05756731662024,9.055,8.93,1.3804527885146327
3,3,12.53,6.53,47.88507581803671,15.264,,,2.0,,,12.369,6.88,44.37707171153691,8.062,5.57,30.91044405854626,11.402,1.81,84.12559200140326,15.264,7.98,47.72012578616352,12.369,11.58,6.378850351685664,11.402,10.38,8.963339764953504,8.062,5.7,29.297940957578756,12.53,-0.1,100.79808459696729,2.0,9.78,388.99999999999994
3,6,12.53,9.04,27.853152434158023,15.264,1.5,90.17295597484278,2.0,2.6,30.000000000000004,12.369,2.18,82.37529307138814,8.062,,,11.402,,,15.264,7.07,53.681865828092235,12.369,8.32,32.73506346511439,11.402,7.55,33.783546746184875,8.062,4.99,38.104688662862806,12.53,3.05,75.65841979249801,2.0,0.33,83.5
3,12,18.358,6.71,63.44917747031267,16.401,3.02,81.58648862874215,7.071,,,9.22,1.92,79.17570498915401,7.81,6.66,14.724711907810493,5.657,,,16.401,15.2,7.322724224132678,9.22,1.05,88.6117136659436,5.657,3.36,40.604560721230335,7.81,5.63,27.912932138284248,18.358,10.36,43.56683734611614,7.071,10.84,53.30222033658606
