Node_x,Node_y,110394ab_실제거리,110394ab_중간값,110394ab_오차율(%),e63ce2f_실제거리,e63ce2f_중간값,e63ce2f_오차율(%),8e610981_실제거리,8e610981_중간값,8e610981_오차율(%),d10485af_실제거리,d10485af_중간값,d10485af_오차율(%),d1044709(식별잘안됨)_실제거리,d1044709(식별잘안됨)_중간값,d1044709(식별잘안됨)_오차율(%),4e610206_실제거리,4e610206_중간값,4e610206_오차율(%),SW_first_team_실제거리,SW_first_team_중간값,SW_first_team_오차율(%),SW_4_실제거리,SW_4_중간값,SW_4_오차율(%),SW_5_실제거리,SW_5_중간값,SW_5_오차율(%),SW_6_실제거리,SW_6_중간값,SW_6_오차율(%),SW_11_실제거리,SW_11_중간값,SW_11_오차율(%),볼링공_실제거리,볼링공_중간값,볼링공_오차율(%)
3,15,18.358,12.49,31.96426625994117,16.401,1.04,93.65892323638802,7.071,,,9.22,5.32,42.29934924078091,7.81,9.63,23.303457106274024,5.657,,,16.401,15.77,3.8473263825376516,9.22,-1.19,112.90672451193058,5.657,3.81,32.64981438925225,7.81,8.19,4.865556978233034,18.358,19.9,8.399607800413978,7.071,8.97,26.8561731014001
8,15,18.358,,,16.401,8.39,48.84458264739954,7.071,,,9.22,1.64,82.21258134490239,7.81,,,5.657,8.8,55.55948382534913,16.401,6.39,61.038961038961034,9.22,6.79,26.355748373101957,5.657,4.27,24.518295916563556,7.81,6.21,20.4865556978233,18.358,7.03,61.70606819915023,7.071,-0.54,107.63682647433177
6,3,18.358,5.86,68.0793114718379,16.401,9.97,39.21102371806597,7.071,3.78,46.542214679677556,9.22,,,7.81,,,5.657,11.36,100.81315184726887,16.401,3.95,75.91610267666607,9.22,11.84,28.41648590021691,5.657,10.42,84.19657062047021,7.81,3.79,51.47247119078104,18.358,3.55,80.66238152304173,7.071,4.01,43.28949229246217
6,6,18.358,1.28,93.02756291535025,16.401,2.62,84.02536430705445,7.071,3.68,47.956441804553805,9.22,10.67,15.726681127982637,7.81,,,5.657,3.84,32.11949796712039,16.401,4.18,74.51374916163648,9.22,10.38,12.58134490238612,5.657,5.98,5.709740144953162,7.81,1.32,83.09859154929578,18.358,4.14,77.44852380433598,7.071,1.61,77.23094328949229
6,12,22.847,2.86,87.48194511314396,20.591,0.86,95.82341799815454,11.18,3.02,72.98747763864043,6.325,5.49,13.201581027667983,12.083,,,4.123,,,20.591,9.49,53.911903258705266,6.325,3.24,48.77470355731225,4.123,0.79,80.8391947610963,12.083,3.51,70.95092278407681,22.847,12.65,44.63168030813674,11.18,2.19,80.41144901610018
6,15,22.847,6.16,73.03803562831006,20.591,1.05,94.90068476518867,11.18,2.23,80.05366726296958,6.325,1.0,84.18972332015811,12.083,2.2,81.79260117520482,4.123,2.37,42.51758428328887,20.591,12.24,40.55655383419941,6.325,1.35,78.65612648221342,4.123,0.54,86.90274072277468,12.083,6.39,47.11578250434495,22.847,12.9,43.53744474110386,11.18,5.83,47.853309481216456
16,15,22.847,1.29,94.35374447411039,20.591,4.87,76.34889029187508,11.18,,,6.325,1.0,84.18972332015811,12.083,2.17,82.04088388645204,4.123,,,20.591,6.85,66.73303870623089,6.325,9.3,47.03557312252965,4.123,3.04,26.267281105990786,12.083,-0.12,100.99313084498883,22.847,10.63,53.47310368976233,11.18,4.92,55.99284436493739
0,0,22.847,5.2,77.2399002057163,20.591,10.6,48.52119858190472,11.18,1.3,88.3720930232558,6.325,,,12.083,4.8,60.27476620044692,4.123,7.4,79.48096046568033,20.591,12.3,40.26516439221019,6.325,16.9,167.19367588932806,4.123,16.6,302.61945185544505,12.083,12.5,3.451129686336173,22.847,2.4,89.49533855648446,11.18,10.0,10.554561717352414
0,15,22.847,,,20.591,,,11.18,7.6,32.021466905187836,6.325,2.9,54.1501976284585,12.083,2.5,79.30977406273276,4.123,6.0,45.52510308028134,20.591,12.3,40.26516439221019,6.325,7.7,21.73913043478261,4.123,11.1,169.22144069852047,12.083,10.8,10.61822395100554,22.847,8.5,62.795990720882386,11.18,3.0,73.16636851520573
5,10,22.627,2.8,87.62540327926813,13.342,,,13.0,2.4,81.53846153846153,14.765,9.3,37.013206908228916,6.325,,,5.0,5.9,18.000000000000007,13.342,10.9,18.303102983061013,14.765,11.6,21.435827971554357,5.0,10.4,108.0,6.325,6.9,9.090909090909093,22.627,5.5,75.69275644141953,13.0,3.1,76.15384615384616
5,25,22.627,,,13.342,0.8,94.00389746664668,13.0,1.6,87.6923076923077,14.765,10.8,26.854046732136812,6.325,8.8,39.1304347826087,5.0,5.2,4.0000000000000036,13.342,13.7,2.6832558836756015,14.765,1.3,91.19539451405349,5.0,6.0,20.0,6.325,8.8,39.1304347826087,22.627,21.5,4.9807751800945725,13.0,6.3,51.53846153846155
10,10,18.028,,,3.606,,,13.928,,,22.023,3.7,83.19938246378786,5.0,2.0,60.0,14.56,6.2,57.417582417582416,3.606,7.1,96.89406544647808,22.023,12.5,43.24115697225628,14.56,8.7,40.24725274725275,5.0,3.7,25.999999999999996,18.028,8.9,50.63234967827823,13.928,4.1,70.56289488799541
10,20,18.028,,,3.606,5.6,55.296727676095394,13.928,0.8,94.25617461229177,22.023,8.5,61.40398674113426,5.0,0.7,86.0,14.56,2.9,80.08241758241758,3.606,9.9,174.5424292845258,22.023,6.1,72.30168460246107,14.56,3.2,78.02197802197801,5.0,4.5,10.0,18.028,15.3,15.132016862658077,13.928,5.2,62.66513497989662
15,20,21.954,,,8.0,6.0,25.0,15.0,3.8,74.66666666666666,20.0,8.2,59.00000000000001,5.099,0.6,88.23298686016867,10.817,1.7,84.28399741148193,8.0,11.7,46.24999999999999,20.0,8.2,59.00000000000001,10.817,2.0,81.51058518997874,5.099,6.1,19.631300254951938,21.954,13.6,38.052291154231575,15.0,7.7,48.666666666666664
20,0,21.954,,,8.0,15.3,91.25000000000001,15.0,1.6,89.33333333333333,20.0,4.1,79.5,5.099,8.4,64.73818395763875,10.817,,,8.0,4.2,47.5,20.0,20.4,1.9999999999999927,10.817,15.0,38.670611075159464,5.099,10.3,102.00039223377134,21.954,11.6,47.162248337432814,15.0,13.0,13.333333333333334
20,15,21.954,,,8.0,,,15.0,0.4,97.33333333333333,20.0,2.4,88.00000000000001,5.099,5.3,3.941949401843491,10.817,7.2,33.43810668392345,8.0,5.2,35.0,20.0,11.2,44.00000000000001,10.817,6.8,37.13598964592771,5.099,4.3,15.669739164542074,21.954,12.5,43.06276760499226,15.0,10.0,33.33333333333333
20,30,21.954,,,8.0,,,15.0,2.7,82.0,20.0,8.8,55.99999999999999,5.099,1.0,80.38831143361443,10.817,5.8,46.38069705093834,8.0,14.3,78.75000000000001,20.0,11.7,41.5,10.817,5.8,46.38069705093834,5.099,11.2,119.65091194351831,21.954,21.1,3.889951717226926,15.0,13.0,13.333333333333334
1,29,21.954,,,8.0,6.3,21.250000000000004,15.0,6.47,56.866666666666674,20.0,2.25,88.75,5.099,,,10.817,8.36,22.71424609411113,8.0,20.45,155.625,20.0,2.59,87.05000000000001,10.817,9.5,12.175279652399002,5.099,12.42,143.57717199450872,21.954,15.31,30.263277762594516,15.0,8.98,40.13333333333333
4,17,29.833,,,20.0,1.21,93.95,19.209,6.39,66.73434327658909,16.0,5.46,65.875,13.928,,,6.708,6.93,3.3094812164579537,20.0,11.79,41.050000000000004,16.0,8.55,46.56249999999999,6.708,10.86,61.896243291592114,13.928,10.2,26.766226306720288,29.833,8.37,71.94382060134751,19.209,1.56,91.87880680930814
5,10,29.833,2.4,91.95521737673047,20.0,3.48,82.6,19.209,6.29,67.25493258368473,16.0,9.66,39.625,13.928,,,6.708,9.57,42.6654740608229,20.0,8.94,55.300000000000004,16.0,12.52,21.750000000000004,6.708,10.97,63.53607632677401,13.928,6.22,55.34175761056864,29.833,6.19,79.25116481748398,19.209,3.03,84.22614399500233
5,23,1.0,5.06,405.99999999999994,19.416,4.2,78.36835599505562,12.649,,,24.187,2.0,91.73109521643859,17.804,,,24.698,5.55,77.52854482144302,19.416,14.57,24.95879686856201,24.187,4.94,79.5758051846033,24.698,6.19,74.93724188193376,17.804,8.23,53.774432711750165,1.0,12.03,1103.0,12.649,4.94,60.94552929085303
8,18,1.0,2.93,193.00000000000003,19.416,6.81,64.92583436341162,12.649,3.5,72.32982844493637,24.187,5.27,78.21143589531567,17.804,,,24.698,4.82,80.48424973682079,19.416,12.45,35.877626699629175,24.187,7.74,67.99933848761732,24.698,6.29,74.53235079763544,17.804,5.2,70.79308020669512,1.0,10.16,916.0,12.649,2.81,77.78480512293461
14,23,1.0,5.98,498.00000000000006,19.416,6.25,67.81005356407087,12.649,5.79,54.22563048462329,24.187,6.64,72.5472361185761,17.804,,,24.698,4.82,80.48424973682079,19.416,12.46,35.826122785331684,24.187,6.94,71.30690040104187,24.698,0.95,96.15353469916593,17.804,6.4,64.05302179285553,1.0,14.54,1354.0,12.649,7.73,38.88844967981658
15,17,4.123,6.66,61.532864419112286,18.028,6.89,61.78167295318393,7.616,1.64,78.46638655462185,19.105,8.46,55.71839832504579,14.318,,,20.0,4.87,75.64999999999999,18.028,7.97,55.79099179054804,19.105,10.77,43.62732269039519,20.0,6.47,67.65,14.318,2.15,84.98393630395307,4.123,15.84,284.1862721319427,7.616,6.39,16.097689075630253
17,9,4.123,6.7,62.50303177298083,18.028,1.98,89.01708453516751,7.616,2.72,64.28571428571428,19.105,,,14.318,,,20.0,6.26,68.7,18.028,2.96,83.58109607277568,19.105,16.97,11.175085056268001,20.0,13.19,34.050000000000004,14.318,5.41,62.21539321134236,4.123,10.99,166.55348047538197,7.616,8.87,16.465336134453775
18,28,9.22,8.61,6.61605206073754,18.028,15.32,15.021078322609267,2.828,5.61,98.3734087694484,14.036,3.52,74.92163009404389,12.042,,,15.556,3.2,79.42915916688094,18.028,13.12,27.224317727978697,14.036,9.02,35.73667711598746,15.556,4.11,73.5793263049627,12.042,8.72,27.586779604716817,9.22,17.93,94.46854663774403,2.828,11.47,305.58698727015565
19,21,14.318,4.68,67.31387065232575,19.416,11.3,41.80057684384013,3.162,4.02,27.134724857685,9.0,7.16,20.444444444444443,11.705,,,11.662,3.06,73.76093294460642,19.416,8.79,54.72805933250927,9.0,9.95,10.555555555555546,11.662,4.17,64.24283999314012,11.705,5.32,54.549337889790685,14.318,15.46,7.975974298086334,3.162,8.99,184.31372549019608
5,0,19.416,9.0,53.64647713226205,21.932,3.31,84.90789713660405,8.0,3.88,51.5,4.123,2.18,47.12587921416444,13.454,3.75,72.12724840196223,9.055,10.61,17.172832689122032,21.932,8.4,61.699799379901506,4.123,15.15,267.4508852777104,9.055,13.78,52.18111540585312,13.454,8.17,39.27456518507507,19.416,1.54,92.06839719818707,8.0,6.77,15.375000000000005
5,5,19.416,3.36,82.6946847960445,21.932,,,8.0,4.22,47.25,4.123,3.69,10.502061605626976,13.454,,,9.055,,,21.932,6.97,68.219952580704,4.123,12.35,199.53917050691243,9.055,10.29,13.638873550524567,13.454,5.39,59.937565036420395,19.416,0.28,98.55789039967037,8.0,4.19,47.62499999999999
5,10,5.385,2.79,48.18941504178273,14.036,,,9.055,3.12,65.54389839867476,21.095,4.51,78.62052619104054,12.042,,,19.698,,,14.036,6.93,50.626959247648905,21.095,9.13,56.71960180137473,19.698,7.93,59.7421057975429,12.042,5.24,56.48563361567845,5.385,4.74,11.97771587743732,9.055,0.24,97.3495306460519
5,20,5.385,3.17,41.132776230269265,14.036,,,9.055,4.45,50.855880728879065,21.095,3.89,81.55961128229437,12.042,,,19.698,,,14.036,10.93,22.12881162724423,21.095,2.42,88.52808722446076,19.698,3.58,81.82556604731445,12.042,5.8,51.83524331506394,5.385,10.1,87.55803156917364,9.055,4.08,54.942020982882376
5,25,5.385,,,14.036,4.44,68.36705614135082,9.055,7.08,21.811154058531194,21.095,,,12.042,,,19.698,1.06,94.61874301959591,14.036,12.07,14.006839555428893,21.095,-1.15,105.45152879829342,19.698,3.37,82.8916641283379,12.042,6.77,43.780102972928084,5.385,12.45,131.19777158774372,9.055,10.04,10.8779679734953
7,8,9.22,10.05,9.002169197396963,13.601,4.79,64.7820013234321,4.472,,,16.279,,,8.544,3.23,62.19569288389513,14.765,,,13.601,5.39,60.370560988162644,16.279,10.2,37.34258861109405,14.765,8.35,43.44734168642059,8.544,3.39,60.32303370786516,9.22,3.18,65.50976138828634,4.472,2.06,53.9355992844365
7,20,13.892,4.6,66.88741721854305,15.0,1.21,91.93333333333332,3.162,3.29,4.048070841239725,11.705,,,7.28,9.64,32.417582417582416,10.0,4.23,57.699999999999996,15.0,10.04,33.06666666666667,11.705,2.19,81.29004698846647,10.0,2.23,77.69999999999999,7.28,3.56,51.098901098901095,13.892,9.87,28.951914771091282,3.162,3.91,23.65591397849463
7,25,18.788,,,17.804,4.81,72.983599191193,7.211,7.48,3.730411870753018,7.81,,,9.22,,,5.831,1.55,73.41793860401303,17.804,11.83,33.554257470231406,7.81,-0.15,101.92061459667094,5.831,2.62,55.0677413822672,9.22,6.94,24.72885032537961,18.788,14.66,21.971471151799022,7.211,6.22,13.742892802662606
18,8,23.77,4.91,79.34371055952882,21.471,-0.22,101.02463788365704,12.083,,,6.083,,,13.0,2.87,77.92307692307692,4.472,,,21.471,-0.96,104.47114712868522,6.083,14.31,135.24576689133653,4.472,8.04,79.78533094812161,13.0,3.25,75.0,23.77,11.71,50.7362221287337,12.083,7.35,39.17073574443433
18,25,16.553,,,16.971,-0.26,101.5320252194921,5.0,,,8.944,,,8.602,9.85,14.508253894443143,7.81,2.73,65.044814340589,16.971,10.35,39.01361145483472,8.944,6.68,25.313059033989276,7.81,0.6,92.31754161331627,8.602,8.69,1.0230179028132897,16.553,19.53,17.98465534948348,5.0,8.62,72.39999999999999
6,25,16.401,5.77,64.8192183403451,13.454,,,6.325,9.44,49.2490118577075,12.207,1.57,87.13852707462931,5.0,8.18,63.59999999999999,7.616,-0.25,103.28256302521008,13.454,12.8,4.861007878697785,12.207,1.8,85.25436225116736,7.616,4.53,40.51995798319327,5.0,8.42,68.39999999999999,16.401,16.23,1.0426193524785037,6.325,7.94,25.533596837944668
7,25,14.213,5.75,59.54407936396257,10.0,,,7.28,8.65,18.818681318681318,16.125,,,3.162,,,11.18,-0.05,100.44722719141323,10.0,13.07,30.700000000000006,16.125,4.85,69.92248062015504,11.18,4.2,62.432915921288014,3.162,7.94,151.1068943706515,14.213,14.61,2.7932174769577167,7.28,7.06,3.021978021978031
8,25,10.817,5.77,46.65803827308866,10.44,12.81,22.70114942528737,7.071,7.51,6.208457078206761,18.028,2.61,85.52252052362991,6.403,,,14.56,-0.07,100.48076923076923,10.44,12.64,21.072796934865913,18.028,5.11,71.6552030175283,14.56,4.03,72.32142857142858,6.403,7.8,21.81789786037795,10.817,13.97,29.14856244799853,7.071,7.8,10.309715740347901
9,25,10.817,5.65,47.767403161689934,10.44,12.38,18.582375478927215,7.071,7.4,4.652807240842889,18.028,2.94,83.6920346128245,6.403,,,14.56,0.15,98.96978021978022,10.44,13.06,25.09578544061304,18.028,5.5,69.49190148657644,14.56,3.21,77.95329670329672,6.403,7.88,23.06731219740747,10.817,15.01,38.76305814920957,7.071,7.24,2.3900438410408777
10,25,10.817,4.79,55.71785152999907,10.44,5.29,49.32950191570881,7.071,8.75,23.744873426672328,18.028,3.55,80.30840914133569,6.403,,,14.56,0.53,96.35989010989012,10.44,12.46,19.348659003831433,18.028,7.6,57.843354781451076,14.56,3.52,75.82417582417584,6.403,6.89,7.60580977666719,10.817,13.85,28.039197559397238,7.071,8.95,26.573327676424828
11,25,10.817,6.28,41.94323749653323,10.44,,,7.071,11.86,67.72733701032385,18.028,6.05,66.44109163523407,6.403,6.65,3.8575667655786474,14.56,0.9,93.81868131868131,10.44,12.96,24.137931034482772,18.028,6.54,63.723097404038164,14.56,2.01,86.19505494505495,6.403,6.95,8.542870529439336,10.817,16.44,51.98298973837478,7.071,8.67,22.613491726771322
12,25,10.817,5.88,45.641120458537486,10.44,11.07,6.0344827586206975,7.071,11.75,66.17168717295998,18.028,4.84,73.15287330818727,6.403,6.6,3.0766828049351878,14.56,1.33,90.86538461538461,10.44,11.59,11.015325670498088,18.028,6.51,63.88950521411139,14.56,1.04,92.85714285714285,6.403,6.73,5.106981102608166,10.817,19.02,75.8343348433022,7.071,8.29,17.239428652241543
13,25,8.944,6.12,31.574239713774606,11.045,,,8.062,11.28,39.915653683949394,19.647,5.29,73.07476968493918,8.485,6.36,25.044195639363576,16.763,0.81,95.1679293682515,11.045,11.36,2.8519692168401947,19.647,8.36,57.44897439812694,16.763,0.94,94.39241185945238,8.485,6.42,24.337065409546256,8.944,15.6,74.41860465116277,8.062,8.37,3.8203919622922333
14,25,5.831,5.94,1.8693191562339218,14.0,11.14,20.428571428571423,8.062,11.18,38.675266683205166,20.1,6.01,70.09950248756219,11.402,6.79,40.44904402736362,18.788,0.66,96.4871194379391,14.0,11.04,21.14285714285715,20.1,7.72,61.59203980099504,18.788,1.24,93.40004258037045,11.402,6.53,42.7293457288195,5.831,15.17,160.16120734007885,8.062,8.38,3.9444306623666763
15,25,5.831,6.48,11.130166352255188,16.125,0.2,98.75968992248062,6.083,1.23,79.77971395692914,18.0,5.27,70.72222222222221,12.083,,,18.028,6.57,63.55668959396495,16.125,10.95,32.09302325581396,18.0,7.29,59.50000000000001,18.028,1.12,93.78744175726646,12.083,6.77,43.97086816188033,5.831,16.55,183.82781684102213,6.083,8.71,43.18592799605459
2,23,5.831,2.75,52.83827816841023,16.125,,,6.083,1.31,78.46457340128225,18.0,2.3,87.22222222222223,12.083,0.58,95.19986758255399,18.028,7.03,61.00510317284223,16.125,12.38,23.224806201550383,18.0,2.65,85.27777777777777,18.028,7.22,59.95118704237853,12.083,7.44,38.425887610692705,5.831,8.64,48.173555136340255,6.083,2.49,59.06625020549071
5,11,6.28,5.78,7.961783439490445,15.331,4.63,69.79975213619466,6.003,1.43,76.17857737797769,18.018,2.67,85.18148518148519,11.36,1.57,86.17957746478872,17.597,,,15.331,7.68,49.905420390059355,18.018,8.63,52.1034521034521,17.597,7.24,58.85662328806046,11.36,5.24,53.87323943661971,6.28,3.79,39.64968152866242,6.003,0.04,99.3336665000833
8,15,8.062,1.97,75.56437608533862,18.682,7.17,61.62081147628733,4.243,6.71,58.142823473957094,15.133,1.8,88.10546487808101,13.153,1.55,88.21561620922984,16.971,6.05,64.35095162335749,18.682,6.5,65.2071512686008,15.133,5.36,64.58071763695236,16.971,3.94,76.78392552000471,13.153,5.0,61.985858739451075,8.062,7.21,10.568097246340852,4.243,0.1,97.6431769974075
9,12,11.18,,,18.788,9.08,51.671279540132,2.0,2.68,34.00000000000001,12.042,,,12.042,2.99,75.17023750207606,14.213,8.32,41.46204179272496,18.788,5.3,71.79050457738983,12.042,6.92,42.534462713834905,14.213,5.66,60.1773024695701,12.042,1.79,85.13535957482145,11.18,6.1,45.43828264758498,2.0,0.37,81.5
10,11,11.18,3.16,71.73524150268335,18.788,10.17,45.86970406642538,2.0,3.88,94.0,12.042,1.75,85.46753031057965,12.042,3.29,72.6789569838897,14.213,8.81,38.01449377330612,18.788,4.61,75.4630615286353,12.042,8.3,31.074572330177702,14.213,5.7,59.895869978188976,12.042,1.1,90.86530476665006,11.18,5.12,54.203935599284435,2.0,1.38,31.000000000000007
11,6,11.18,,,18.788,10.18,45.816478603363855,2.0,,,12.042,,,12.042,3.4,71.76548746055472,14.213,5.92,58.34799127559277,18.788,3.78,79.88077496274218,12.042,11.98,0.5148646404251735,14.213,9.88,30.48617462886089,12.042,3.73,69.02507889054974,11.18,4.45,60.196779964221825,2.0,4.26,112.99999999999999
12,24,14.56,6.98,52.06043956043956,18.601,5.02,73.01220364496533,3.0,5.35,78.33333333333331,9.055,1.05,88.40419657647708,10.77,3.52,67.31662024141133,10.817,,,18.601,12.59,32.315466910381154,9.055,3.12,65.54389839867476,10.817,,,10.77,6.85,36.397400185701024,14.56,13.85,4.876373626373632,3.0,6.75,125.0
15,10,4.123,,,15.133,8.21,45.747703693913955,10.0,2.32,76.8,22.023,2.22,89.91962947827273,13.454,3.63,73.01917645309945,21.024,7.78,62.99467275494672,15.133,1.68,88.89843388620895,22.023,15.39,30.118512464241924,21.024,9.92,52.8158295281583,13.454,1.92,85.72915118180467,4.123,6.73,63.230657288382254,10.0,4.45,55.49999999999999
15,20,4.123,7.8,89.18263400436574,15.133,7.11,53.016586268420006,10.0,1.53,84.7,22.023,1.32,94.00626617627026,13.454,,,21.024,4.17,80.16552511415524,15.133,10.36,31.54034229828851,22.023,5.7,74.11796757934887,21.024,0.04,99.80974124809741,13.454,4.58,65.95807938159656,4.123,11.62,181.8336162988115,10.0,6.43,35.7
16,12,4.123,,,15.133,3.67,75.74836450142074,10.0,8.21,17.89999999999999,22.023,5.93,73.07360486763838,13.454,0.97,92.79024825330757,21.024,3.63,82.73401826484019,15.133,2.58,82.95116632524945,22.023,9.38,57.4081641919811,21.024,5.06,75.93226788432268,13.454,,,4.123,8.91,116.10477807421779,10.0,6.15,38.49999999999999
0,5,4.123,6.49,57.409653165170994,15.133,4.75,68.61164342826935,10.0,,,22.023,13.08,40.607546655768964,13.454,5.08,62.24171250185818,21.024,,,15.133,12.56,17.00257714927641,22.023,13.78,37.429051446215325,21.024,14.63,30.41286149162861,13.454,11.16,17.050691244239637,4.123,1.75,57.555178268251275,10.0,7.43,25.7
5,0,4.123,6.9,67.35386854232355,15.133,9.44,37.619771360602655,10.0,8.05,19.499999999999993,22.023,16.77,23.852336193979024,13.454,2.42,82.0127843020663,21.024,15.86,24.562404870624054,15.133,10.31,31.87074605167514,22.023,17.07,22.49012396131317,21.024,15.78,24.94292237442923,13.454,11.6,13.780288390069876,4.123,3.44,16.565607567305367,10.0,9.58,4.199999999999999
5,5,4.123,6.05,46.73781227261701,15.133,3.52,76.73957576158065,10.0,7.95,20.5,22.023,,,13.454,11.71,12.962687676527423,21.024,2.78,86.77701674277016,15.133,9.09,39.932597634309126,22.023,14.74,33.0699723016846,21.024,12.95,38.4037290715373,13.454,7.97,40.76111193697042,4.123,3.24,21.416444336648073,10.0,6.22,37.8
10,5,7.211,5.84,19.012619608930805,15.297,13.27,13.25096424135452,5.0,,,17.029,,,10.77,,,16.643,13.18,20.807546716337203,15.297,6.63,56.65816826828791,17.029,15.1,11.3277350402255,16.643,12.22,26.57573754731719,10.77,6.37,40.85422469823584,7.211,5.81,19.42865067258356,5.0,6.72,34.4
10,15,7.211,3.04,57.842185549854385,15.297,7.49,51.03615087925737,5.0,2.61,47.800000000000004,17.029,,,10.77,5.02,53.38904363974002,16.643,5.37,67.73418253920566,15.297,9.59,37.30796888278748,17.029,8.68,49.02812848669916,16.643,6.31,62.086162350537776,10.77,6.88,36.1188486536676,7.211,9.04,25.36402718069614,5.0,3.38,32.4
15,15,7.211,2.13,70.46179448065456,15.297,9.25,39.53062692031117,5.0,,,17.029,,,10.77,7.28,32.404828226555246,16.643,5.28,68.27495042961004,15.297,6.34,58.55396482970517,17.029,10.73,36.98984085970991,16.643,5.73,65.57111097758818,10.77,1.37,87.27948003714019,7.211,13.02,80.55748162529468,5.0,7.33,46.6
20,0,7.211,4.28,40.646234918873944,15.297,4.48,70.71321174086422,5.0,4.43,11.400000000000006,17.029,,,10.77,10.15,5.7567316620241336,16.643,9.91,40.4554467343628,15.297,4.64,69.66725501732365,17.029,19.62,15.215221093428863,16.643,15.14,9.030823769753049,10.77,11.24,4.363974001857017,7.211,12.41,72.09818333102204,5.0,14.9,198.0
20,15,7.211,4.79,33.57370683677715,15.297,10.79,29.46329345623326,5.0,3.17,36.6,17.029,3.63,78.68342239708733,10.77,3.68,65.83101207056639,16.643,5.99,64.0088926275311,15.297,5.3,65.35268353271884,17.029,12.2,28.357507780844443,16.643,6.91,58.481043081175265,10.77,3.26,69.73073351903436,7.211,13.67,89.57148800443765,5.0,11.0,120.0
20,20,7.211,6.59,8.611843017611989,15.297,3.7,75.81225076812447,5.0,7.06,41.19999999999999,17.029,,,10.77,,,16.643,3.69,77.82851649342066,15.297,9.83,35.73903379747663,17.029,11.44,32.82048270597217,16.643,5.73,65.57111097758818,10.77,6.39,40.66852367688023,7.211,19.32,167.92400499237277,5.0,10.24,104.80000000000001
20,25,7.211,11.9,65.02565524892525,15.297,9.4,38.550042491991896,5.0,2.28,54.400000000000006,17.029,,,10.77,4.01,62.7669452181987,16.643,3.8,77.1675779607042,15.297,11.56,24.429626724194286,17.029,9.97,41.452815784837625,16.643,4.48,73.08177612209337,10.77,9.13,15.22748375116062,7.211,17.56,143.5168492580779,5.0,11.13,122.60000000000002
11,20,21.378,,,23.431,4.24,81.90431479663694,10.0,4.48,55.199999999999996,2.236,5.53,147.31663685152057,14.866,,,9.055,2.53,72.05963556046385,23.431,10.17,56.595962613631514,2.236,5.34,138.81932021466903,9.055,3.36,62.89342904472668,14.866,4.3,71.07493609578904,21.378,11.75,45.03695387781832,10.0,4.67,53.300000000000004
12,20,21.378,,,23.431,3.86,83.52609790448552,10.0,4.95,50.5,2.236,6.14,174.59749552772806,14.866,1.53,89.7080586573389,9.055,2.53,72.05963556046385,23.431,11.08,52.71221885536256,2.236,6.16,175.49194991055455,9.055,2.91,67.86305908337935,14.866,4.3,71.07493609578904,21.378,11.83,44.662737393582184,10.0,4.87,51.300000000000004
13,20,21.378,,,23.431,3.59,84.67841748111476,10.0,5.48,45.199999999999996,2.236,8.66,287.298747763864,14.866,1.3,91.2552132382618,9.055,2.11,76.697956929873,23.431,9.36,60.05292134351927,2.236,6.58,194.27549194991053,9.055,2.44,73.05356156819437,14.866,3.53,76.25454056235706,21.378,13.31,37.73973243521377,10.0,5.85,41.5
14,20,21.378,,,23.431,3.6,84.63573897827663,10.0,5.98,40.199999999999996,2.236,8.3,271.19856887298744,14.866,,,9.055,2.33,74.26836002208724,23.431,11.15,52.41346933549571,2.236,6.99,212.61180679785326,9.055,2.3,74.59966869133076,14.866,3.31,77.73442755280506,21.378,13.96,34.699223500795206,10.0,6.72,32.800000000000004
15,20,21.378,,,23.431,3.51,85.01984550381972,10.0,6.51,34.900000000000006,2.236,8.89,297.5849731663685,14.866,,,9.055,2.14,76.36664826062947,23.431,8.73,62.741667022320854,2.236,7.27,225.1341681574239,9.055,4.17,53.94809497515185,14.866,3.64,75.51459706713305,21.378,13.04,39.00271306951071,10.0,6.46,35.4
16,20,21.26,,,13.928,3.35,75.94773118897186,11.18,7.08,36.672629695885504,13.038,8.01,38.564196962724345,6.0,1.38,77.0,4.123,2.55,38.151831190880436,13.928,8.8,36.81792073520965,13.038,7.49,42.552538732934494,4.123,2.53,38.6369148678147,6.0,3.6,40.0,21.26,13.59,36.07714016933208,11.18,7.47,33.18425760286225
17,20,21.26,,,13.928,3.68,73.57840321654223,11.18,4.83,56.79785330948122,13.038,8.01,38.564196962724345,6.0,1.3,78.33333333333333,4.123,8.55,107.37327188940094,13.928,8.38,39.83342906375646,13.038,8.62,33.88556527074705,4.123,2.77,32.81591074460345,6.0,4.06,32.33333333333334,21.26,14.63,31.18532455315146,11.18,8.55,23.524150268336307
18,20,21.26,,,13.928,4.02,71.13727742676623,11.18,7.39,33.89982110912344,13.038,8.19,37.18361711919007,6.0,1.3,78.33333333333333,4.123,9.12,121.19815668202763,13.928,7.93,43.06433084434234,13.038,10.19,21.84384107992024,4.123,3.12,24.326946398253703,6.0,3.74,37.666666666666664,21.26,15.19,28.55126999059267,11.18,8.69,22.27191413237925
19,20,21.26,,,13.928,4.18,69.98851234922458,11.18,,,13.038,7.68,41.09526000920387,6.0,5.82,2.9999999999999956,4.123,3.85,6.621392190152804,13.928,7.69,44.787478460654796,13.038,10.38,20.386562356189593,4.123,3.42,17.050691244239637,6.0,3.92,34.66666666666667,21.26,15.69,26.1994355597366,11.18,9.23,17.441860465116275
