fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,11.211655395945746,9.960674544808429
1,560,140,9.777543084235635,9.54633182718702
2,560,140,11.965871897278765,10.225807220753202
3,560,140,10.348936368145782,9.987572672839283
4,560,140,13.679323439478628,10.3714039528506
