fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,8.668986414051474,7.045431208998236
1,560,140,7.7162051523331066,6.9528988031840155
2,560,140,8.778029564301628,7.3639301749697195
3,560,140,8.219368069305395,7.159212491980701
4,560,140,9.823100830094639,7.026480098655827
