fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,11.397369582130551,10.894889402986768
1,560,140,11.366154334354778,10.355391526644857
2,560,140,13.73916578139114,11.073485254456424
3,560,140,11.319898063167223,10.73169026813296
4,560,140,13.904098266574797,11.321683510871761
