fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,22.765484085896112,16.330810395578197
1,560,140,19.754374911156173,15.443601081713119
2,560,140,23.543711006670613,16.28171513310341
3,560,140,22.241540221480303,15.650345479467985
4,560,140,23.55958677065893,17.132121417051362
