fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,9.444583567627127,7.045431208998236
1,560,140,7.710314449154708,6.9528988031840155
2,560,140,8.843993287442371,7.3639301749697195
3,560,140,8.143927011068621,7.159212491980701
4,560,140,9.949695849159651,7.026480098655827
