fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,9.29417117865255,7.467304049679716
1,560,140,8.88613395205162,7.330904458814612
2,560,140,10.612268286662411,7.804978659247975
3,560,140,9.740401709218164,7.623814945843192
4,560,140,9.446476903053462,7.783707584058263
