fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,8.643091222857223,7.045431208998236
1,560,140,7.763972278106253,6.9528988031840155
2,560,140,8.968602495955977,7.3639301749697195
3,560,140,8.04557708095124,7.159212491980701
4,560,140,10.184405303807845,7.026480098655827
