fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,10.3129232482273,9.765927500147544
1,560,140,10.011297488019423,9.403001914760779
2,560,140,10.450054159133247,10.122865849246223
3,560,140,10.08689014836304,9.8444707642709
4,560,140,11.600427593419,10.138054083464311
