fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,8.814728536988229,7.004313378937073
1,560,140,8.139402141657303,6.94410038922031
2,560,140,9.400963335613772,7.365317414614283
3,560,140,8.58497155123819,7.1654358978676145
4,560,140,10.278533351618387,7.033859418524106
