fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,11.402352291144734,9.89925155740324
1,560,140,9.677646854115086,9.50541435837848
2,560,140,11.302979154742061,10.245451771562012
3,560,140,9.458186957710106,9.974177462280648
4,560,140,13.231766155917654,10.301210402755302
