fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,11.434236285645346,10.667835017449262
1,560,140,11.09011761327465,10.236798661674952
2,560,140,13.3293813585113,10.78852420322652
3,560,140,11.677356900436648,10.712089183003105
4,560,140,14.68505723713634,11.176163669213299
