fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,8.637820390099746,7.045431208998236
1,560,140,8.008079743690356,6.9528988031840155
2,560,140,9.099600808426523,7.3639301749697195
3,560,140,8.36184282287582,7.159212491980701
4,560,140,10.22836146079538,7.026480098655827
