fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,11.059295119947464,12.31342381480633
1,560,140,9.752909551193682,11.861373483951791
2,560,140,11.900523863954206,12.315192330865809
3,560,140,10.608454020670429,12.172245036792306
4,560,140,10.624142865953313,12.56165157058512
