fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,10.146092746558391,7.045431208998236
1,560,140,9.625259888219372,6.9528988031840155
2,560,140,10.205933241807932,7.3639301749697195
3,560,140,9.922635088577028,7.159212491980701
4,560,140,11.005684098345485,7.026480098655827
