fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,10.900440916741601,9.960674544808429
1,560,140,10.023682249513602,9.54633182718702
2,560,140,11.73646182881724,10.225807220753202
3,560,140,10.302198663331135,9.987572672839283
4,560,140,14.329336042375102,10.3714039528506
