fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,9.765320302120053,9.765927500147544
1,560,140,10.187512716203504,9.403001914760779
2,560,140,10.610152933497002,10.122865849246223
3,560,140,9.775819421412317,9.8444707642709
4,560,140,11.224420898693875,10.138054083464311
