fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,8.762114653201614,7.045431208998236
1,560,140,7.8779652359664025,6.9528988031840155
2,560,140,8.920070842736987,7.3639301749697195
3,560,140,8.77029437444061,7.159212491980701
4,560,140,10.027222684482146,7.026480098655827
