fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,9.273610078122296,7.071184472431985
1,560,140,8.02441848008484,7.000550371601754
2,560,140,9.217734185257099,7.344366689617739
3,560,140,8.545456589412057,7.236742842044781
4,560,140,11.048881828305507,7.079890395819482
