fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,8.728558081088046,7.045431208998236
1,560,140,7.883997586841705,6.9528988031840155
2,560,140,9.027331027636219,7.3639301749697195
3,560,140,8.349905144499326,7.159212491980701
4,560,140,10.093051261797036,7.026480098655827
