fold,n_train,n_val,val_rmse_m,val_dist_mae_after_calib_m
0,560,140,8.231708354633763,7.335665170890985
1,560,140,8.109966245598704,7.14411772717802
2,560,140,9.588517861937618,7.560875767668157
3,560,140,8.360286842728456,7.415263029276694
4,560,140,10.094588028327417,7.4201841939563336
